靡ㄩ絏,るら,Μ絃基(じ),Θユ秖(),Θユ(じ),秅锣瞯,瑈硄计(),カ(κ窾じ),TSE 玻穨,カ
2356 璣穨笷,2026/9/1,66.6,"13,332","893,448",0.3716,"3,587,475","238,926",25,TSE
2301 腳,2026/9/1,300.5,"18,521","5,590,514",0.7997,"2,316,108","695,990",25,TSE
2395 地,2026/9/1,711,"4,999","3,499,388",0.5751,"869,176","617,984",25,TSE
2303 羛筿,2026/8/31,129,"217,807","27,526,701",1.7327,"12,570,094","1,621,542",24,TSE
2382 約笷,2026/8/31,338.5,"18,306","6,117,327",0.4457,"4,107,627","1,390,432",25,TSE
2317 翬,2026/8/31,250,"35,223","8,776,917",0.2502,"14,075,746","3,518,937",31,TSE
2412 い地筿,2026/8/31,136,"15,450","2,099,123",0.1992,"7,757,447","1,055,013",27,TSE
2603 篴,2026/8/31,233.5,"10,805","2,517,421",0.4991,"2,165,043","505,538",15,TSE
1301 鹅,2026/8/31,66.2,"63,377","4,131,166",0.9956,"6,365,741","421,412",03,TSE
3231 絥承,2026/8/31,178,"38,946","6,920,710",1.2247,"3,180,052","566,049",25,TSE
2356 璣穨笷,2026/8/31,66.7,"21,537","1,426,524",0.6003,"3,587,475","239,285",25,TSE
2301 腳,2026/8/31,305,"26,246","8,077,677",1.1332,"2,316,108","706,413",25,TSE
2395 地,2026/8/31,677,"3,307","2,226,148",0.3805,"869,176","588,432",25,TSE
2303 羛筿,2026/8/28,130,"325,935","41,775,453",2.5929,"12,570,094","1,634,112",24,TSE
2382 約笷,2026/8/28,332.5,"10,708","3,563,969",0.2607,"4,107,627","1,365,786",25,TSE
2317 翬,2026/8/28,253,"31,847","8,078,856",0.2263,"14,075,746","3,561,164",31,TSE
2412 い地筿,2026/8/28,135.5,"11,702","1,586,456",0.1508,"7,757,447","1,051,134",27,TSE
2603 篴,2026/8/28,231.5,"8,259","1,901,897",0.3815,"2,165,043","501,207",15,TSE
1301 鹅,2026/8/28,62.7,"33,720","2,138,475",0.5297,"6,365,741","399,132",03,TSE
3231 絥承,2026/8/28,178,"26,484","4,750,106",0.8328,"3,180,052","566,049",25,TSE
2356 璣穨笷,2026/8/28,64.9,"12,171","793,327",0.3393,"3,587,475","232,827",25,TSE
2301 腳,2026/8/28,317.5,"50,424","15,778,679",2.1771,"2,316,108","735,364",25,TSE
2395 地,2026/8/28,669,"1,322","891,998",0.1521,"869,143","581,457",25,TSE
2303 羛筿,2026/8/27,118.5,"184,012","21,911,557",1.4639,"12,570,094","1,489,556",24,TSE
2382 約笷,2026/8/27,333.5,"11,606","3,892,287",0.2825,"4,107,627","1,369,894",25,TSE
2317 翬,2026/8/27,252,"42,280","10,686,071",0.3004,"14,075,746","3,547,088",31,TSE
2412 い地筿,2026/8/27,135.5,"5,614","763,041",0.0724,"7,757,447","1,051,134",27,TSE
2603 篴,2026/8/27,232.5,"20,913","4,806,151",0.9659,"2,165,043","503,372",15,TSE
1301 鹅,2026/8/27,63.1,"50,413","3,177,902",0.7919,"6,365,741","401,678",03,TSE
3231 絥承,2026/8/27,179.5,"50,713","9,328,470",1.5947,"3,180,052","570,819",25,TSE
2356 璣穨笷,2026/8/27,65.6,"13,825","914,921",0.3854,"3,587,475","235,338",25,TSE
2301 腳,2026/8/27,301,"25,729","7,831,559",1.1109,"2,316,108","697,148",25,TSE
2395 地,2026/8/27,675,"2,106","1,430,679",0.2423,"869,143","586,672",25,TSE
2303 羛筿,2026/8/26,123.5,"85,108","10,486,344",0.6771,"12,570,094","1,552,407",24,TSE
2382 約笷,2026/8/26,332.5,"8,806","2,906,519",0.2144,"4,107,627","1,365,786",25,TSE
2317 翬,2026/8/26,246.5,"24,910","6,110,716",0.177,"14,075,746","3,469,672",31,TSE
2412 い地筿,2026/8/26,136,"7,842","1,065,538",0.1011,"7,757,447","1,055,013",27,TSE
2603 篴,2026/8/26,231,"28,187","6,592,817",1.3019,"2,165,043","500,125",15,TSE
1301 鹅,2026/8/26,60.1,"35,648","2,136,081",0.56,"6,365,741","382,581",03,TSE
3231 絥承,2026/8/26,182,"21,024","3,786,187",0.6611,"3,180,052","578,770",25,TSE
2356 璣穨笷,2026/8/26,66.8,"12,955","860,375",0.3611,"3,587,475","239,643",25,TSE
2301 腳,2026/8/26,307,"51,305","15,584,552",2.2151,"2,316,108","711,045",25,TSE
2395 地,2026/8/26,688,"2,326","1,586,905",0.2676,"869,143","597,971",25,TSE
2303 羛筿,2026/8/25,125,"124,999","15,237,908",0.9944,"12,570,094","1,571,262",24,TSE
2382 約笷,2026/8/25,328.5,"19,366","6,217,045",0.4715,"4,107,627","1,349,356",25,TSE
2317 翬,2026/8/25,243,"36,819","8,851,266",0.2616,"14,075,746","3,420,406",31,TSE
2412 い地筿,2026/8/25,136.5,"4,440","606,351",0.0572,"7,757,447","1,058,891",27,TSE
2603 篴,2026/8/25,246,"24,200","5,979,312",1.1178,"2,165,043","532,601",15,TSE
1301 鹅,2026/8/25,57.8,"18,974","1,093,749",0.2981,"6,365,741","367,940",03,TSE
3231 絥承,2026/8/25,178.5,"56,952","10,117,945",1.7909,"3,180,052","567,639",25,TSE
2356 璣穨笷,2026/8/25,65.4,"11,657","755,887",0.3249,"3,587,475","234,621",25,TSE
2301 腳,2026/8/25,296,"74,125","21,298,810",3.2004,"2,316,108","685,568",25,TSE
2395 地,2026/8/25,670,"2,180","1,444,824",0.2508,"869,143","582,326",25,TSE
2303 羛筿,2026/8/24,123.5,"196,622","24,486,487",1.5642,"12,570,094","1,552,407",24,TSE
2382 約笷,2026/8/24,325,"5,764","1,865,346",0.1403,"4,107,627","1,334,979",25,TSE
2317 翬,2026/8/24,243.5,"23,690","5,791,846",0.1683,"14,075,746","3,427,444",31,TSE
2412 い地筿,2026/8/24,136.5,"7,091","965,494",0.0914,"7,757,447","1,058,891",27,TSE
2603 篴,2026/8/24,250.5,"22,432","5,669,611",1.0361,"2,165,043","542,343",15,TSE
1301 鹅,2026/8/24,57,"41,808","2,375,350",0.6568,"6,365,741","362,847",03,TSE
3231 絥承,2026/8/24,175.5,"20,241","3,557,053",0.6365,"3,180,052","558,099",25,TSE
2356 璣穨笷,2026/8/24,66.1,"12,846","853,761",0.3581,"3,587,475","237,132",25,TSE
2301 腳,2026/8/24,287,"44,389","12,589,741",1.9165,"2,316,108","664,723",25,TSE
2395 地,2026/8/24,658,"1,514","998,938",0.1742,"869,143","571,896",25,TSE
2303 羛筿,2026/8/21,116.5,"58,537","6,789,824",0.4657,"12,570,094","1,464,416",24,TSE
2382 約笷,2026/8/21,321.5,"8,751","2,823,258",0.213,"4,107,627","1,320,602",25,TSE
2317 翬,2026/8/21,245.5,"25,420","6,227,298",0.1806,"14,075,746","3,455,596",31,TSE
2412 い地筿,2026/8/21,136.5,"5,317","725,740",0.0685,"7,757,447","1,058,891",27,TSE
2603 篴,2026/8/21,251.5,"33,249","8,346,969",1.5357,"2,165,043","544,508",15,TSE
1301 鹅,2026/8/21,59.4,"20,206","1,191,268",0.3174,"6,365,741","378,125",03,TSE
3231 絥承,2026/8/21,175.5,"28,030","4,938,627",0.8814,"3,180,052","558,099",25,TSE
2356 璣穨笷,2026/8/21,65.7,"12,579","821,217",0.3506,"3,587,475","235,697",25,TSE
2301 腳,2026/8/21,261,"25,885","6,732,388",1.1176,"2,316,108","604,504",25,TSE
2395 地,2026/8/21,649,"4,085","2,659,492",0.47,"869,143","564,074",25,TSE
2303 羛筿,2026/8/20,115.5,"101,840","11,654,286",0.8102,"12,570,094","1,451,846",24,TSE
2382 約笷,2026/8/20,327,"12,791","4,186,570",0.3114,"4,107,627","1,343,194",25,TSE
2317 翬,2026/8/20,246.5,"26,344","6,492,076",0.1872,"14,075,746","3,469,672",31,TSE
2412 い地筿,2026/8/20,136.5,"5,295","722,465",0.0683,"7,757,447","1,058,891",27,TSE
2603 篴,2026/8/20,246,"31,259","7,644,679",1.4438,"2,165,043","532,601",15,TSE
1301 鹅,2026/8/20,57.8,"13,659","791,741",0.2146,"6,365,741","367,940",03,TSE
3231 絥承,2026/8/20,180,"33,489","6,009,449",1.0531,"3,180,052","572,409",25,TSE
2356 璣穨笷,2026/8/20,64.5,"12,747","827,119",0.3553,"3,587,475","231,392",25,TSE
2301 腳,2026/8/20,267,"25,689","6,965,774",1.1091,"2,316,108","618,401",25,TSE
2395 地,2026/8/20,673,"3,588","2,437,147",0.4128,"869,143","584,933",25,TSE
