證券代碼,年月日,收盤價(元),成交量(千股),成交值(千元),週轉率％,流通在外股數(千股),市值(百萬元),TSE 產業別,上市別
4904 遠傳,2017/2/15,46.0326,"4,591","332,062",0.1409,"3,258,501","234,938",27,TSE
2881 富邦金,2017/2/14,25.8388,"19,959","1,018,528",0.195,"10,233,604","524,984",17,TSE
2882 國泰金,2017/2/14,30.845,"27,449","1,333,931",0.2185,"12,563,210","610,572",17,TSE
2886 兆豐金,2017/2/14,14.1716,"12,946","308,902",0.0952,"13,599,824","324,356",17,TSE
2891 中信金,2017/2/14,11.5623,"122,954","2,291,273",0.6306,"19,496,990","362,644",17,TSE
2892 第一金,2017/2/14,10.0593,"20,536","369,438",0.1715,"11,976,856","215,583",17,TSE
2002 中鋼,2017/2/14,18.6212,"26,600","682,607",0.1691,"15,734,861","404,386",10,TSE
2884 玉山金,2017/2/14,8.6312,"14,861","277,523",0.1695,"8,765,400","163,913",17,TSE
5880 合庫金,2017/2/14,7.7272,"14,449","212,259",0.122,"11,847,285","174,747",17,TSE
1216 統一,2017/2/14,35.9739,"13,815","750,880",0.2431,"5,682,015","307,965",02,TSE
4904 遠傳,2017/2/14,46.288,"4,060","292,796",0.1246,"3,258,501","236,241",27,TSE
2881 富邦金,2017/2/13,25.5366,"12,218","619,129",0.1194,"10,233,604","518,844",17,TSE
2882 國泰金,2017/2/13,30.6229,"13,241","641,311",0.1054,"12,563,210","606,175",17,TSE
2886 兆豐金,2017/2/13,14.2013,"9,409","224,071",0.0692,"13,599,824","325,036",17,TSE
2891 中信金,2017/2/13,11.5934,"87,188","1,620,822",0.4472,"19,496,990","363,619",17,TSE
2892 第一金,2017/2/13,10.0593,"16,035","287,871",0.1339,"11,976,856","215,583",17,TSE
2002 中鋼,2017/2/13,18.5488,"14,517","371,138",0.0923,"15,734,861","402,812",10,TSE
2884 玉山金,2017/2/13,8.6312,"20,862","389,229",0.238,"8,765,400","163,913",17,TSE
5880 合庫金,2017/2/13,7.701,"9,995","146,708",0.0844,"11,847,285","174,155",17,TSE
1216 統一,2017/2/13,36.4385,"7,425","406,447",0.1307,"5,682,015","311,943",02,TSE
4904 遠傳,2017/2/13,45.9049,"5,571","399,595",0.171,"3,258,501","234,286",27,TSE
2881 富邦金,2017/2/10,25.6877,"25,132","1,281,631",0.2456,"10,233,604","521,914",17,TSE
2882 國泰金,2017/2/10,30.6546,"43,186","2,103,862",0.3437,"12,563,210","606,803",17,TSE
2886 兆豐金,2017/2/10,14.0824,"25,146","596,278",0.1849,"13,599,824","322,316",17,TSE
2891 中信金,2017/2/10,11.4691,"123,408","2,284,741",0.633,"19,496,990","359,719",17,TSE
2892 第一金,2017/2/10,10.0313,"25,913","464,517",0.2164,"11,976,856","214,985",17,TSE
2002 中鋼,2017/2/10,18.5488,"26,707","679,040",0.1697,"15,734,861","402,812",10,TSE
2884 玉山金,2017/2/10,8.585,"17,869","331,339",0.2039,"8,765,400","163,036",17,TSE
5880 合庫金,2017/2/10,7.701,"22,030","322,566",0.1859,"11,847,285","174,155",17,TSE
1216 統一,2017/2/10,36.1066,"15,132","821,930",0.2663,"5,682,015","309,102",02,TSE
4904 遠傳,2017/2/10,46.0326,"5,714","413,013",0.1754,"3,258,501","234,938",27,TSE
2881 富邦金,2017/2/9,25.5366,"11,419","577,357",0.1116,"10,233,604","518,844",17,TSE
2882 國泰金,2017/2/9,30.2738,"13,244","633,945",0.1054,"12,563,210","599,265",17,TSE
2886 兆豐金,2017/2/9,13.9339,"20,707","486,939",0.1523,"13,599,824","318,916",17,TSE
2891 中信金,2017/2/9,11.3758,"112,469","2,051,297",0.5769,"19,496,990","356,795",17,TSE
2892 第一金,2017/2/9,9.9755,"15,237","271,441",0.1272,"11,976,856","213,787",17,TSE
2002 中鋼,2017/2/9,18.2952,"14,655","369,522",0.0931,"15,734,861","397,305",10,TSE
2884 玉山金,2017/2/9,8.4927,"15,405","283,167",0.1757,"8,765,400","161,283",17,TSE
5880 合庫金,2017/2/9,7.6748,"15,591","227,108",0.1316,"11,847,285","173,563",17,TSE
1216 統一,2017/2/9,35.9075,"6,601","357,517",0.1162,"5,682,015","307,397",02,TSE
4904 遠傳,2017/2/9,46.288,"3,418","247,435",0.1049,"3,258,501","236,241",27,TSE
2881 富邦金,2017/2/8,25.3855,"11,658","587,184",0.1139,"10,233,604","515,774",17,TSE
2882 國泰金,2017/2/8,30.369,"20,607","987,885",0.164,"12,563,210","601,150",17,TSE
2886 兆豐金,2017/2/8,14.023,"14,123","332,550",0.1038,"13,599,824","320,956",17,TSE
2891 中信金,2017/2/8,11.1893,"63,388","1,142,306",0.3251,"19,496,990","350,946",17,TSE
2892 第一金,2017/2/8,9.9475,"14,899","265,036",0.1244,"11,976,856","213,188",17,TSE
2002 中鋼,2017/2/8,18.1503,"31,290","786,657",0.1989,"15,734,861","394,158",10,TSE
2884 玉山金,2017/2/8,8.4696,"16,953","310,923",0.1934,"8,765,400","160,845",17,TSE
5880 合庫金,2017/2/8,7.6748,"15,570","228,128",0.1314,"11,847,285","173,563",17,TSE
1216 統一,2017/2/8,35.7748,"12,925","696,317",0.2275,"5,682,015","306,261",02,TSE
4904 遠傳,2017/2/8,46.2241,"3,707","267,804",0.1138,"3,258,501","235,915",27,TSE
2881 富邦金,2017/2/7,25.5366,"9,379","473,889",0.0916,"10,233,604","518,844",17,TSE
2882 國泰金,2017/2/7,30.4642,"18,639","894,501",0.1484,"12,563,210","603,034",17,TSE
2886 兆豐金,2017/2/7,14.0824,"13,845","327,395",0.1018,"13,599,824","322,316",17,TSE
2891 中信金,2017/2/7,11.2826,"116,795","2,114,612",0.599,"19,496,990","353,870",17,TSE
2892 第一金,2017/2/7,9.9755,"22,451","399,234",0.1875,"11,976,856","213,787",17,TSE
2002 中鋼,2017/2/7,18.4763,"11,476","292,530",0.0729,"15,734,861","401,239",10,TSE
2884 玉山金,2017/2/7,8.4927,"19,457","357,283",0.222,"8,765,400","161,283",17,TSE
5880 合庫金,2017/2/7,7.6486,"15,506","224,965",0.1309,"11,847,285","172,970",17,TSE
1216 統一,2017/2/7,36.0403,"11,160","604,402",0.1964,"5,682,015","308,533",02,TSE
4904 遠傳,2017/2/7,46.0964,"4,261","307,631",0.1308,"3,258,501","235,264",27,TSE
2881 富邦金,2017/2/6,25.4359,"23,347","1,178,952",0.2281,"10,233,604","516,797",17,TSE
2882 國泰金,2017/2/6,30.5911,"38,676","1,845,963",0.3079,"12,563,210","605,547",17,TSE
2886 兆豐金,2017/2/6,14.023,"18,730","439,738",0.1377,"13,599,824","320,956",17,TSE
2891 中信金,2017/2/6,11.1893,"52,156","934,684",0.2675,"19,496,990","350,946",17,TSE
2892 第一金,2017/2/6,9.8916,"19,504","343,834",0.1628,"11,976,856","211,990",17,TSE
2002 中鋼,2017/2/6,18.5125,"18,645","476,262",0.1185,"15,734,861","402,026",10,TSE
2884 玉山金,2017/2/6,8.4927,"8,299","152,940",0.0947,"8,765,400","161,283",17,TSE
5880 合庫金,2017/2/6,7.57,"19,998","287,751",0.1688,"11,847,285","171,193",17,TSE
1216 統一,2017/2/6,35.7084,"11,778","631,851",0.2073,"5,682,015","305,692",02,TSE
4904 遠傳,2017/2/6,46.2241,"3,407","246,704",0.1046,"3,258,501","235,915",27,TSE
2881 富邦金,2017/2/3,24.8818,"26,328","1,306,433",0.2573,"10,233,604","505,540",17,TSE
2882 國泰金,2017/2/3,29.6074,"18,372","858,273",0.1462,"12,563,210","586,074",17,TSE
2886 兆豐金,2017/2/3,13.7853,"19,287","448,893",0.1418,"13,599,824","315,516",17,TSE
2891 中信金,2017/2/3,11.0961,"45,098","803,516",0.2313,"19,496,990","348,021",17,TSE
2892 第一金,2017/2/3,9.7799,"16,930","296,378",0.1414,"11,976,856","209,595",17,TSE
2002 中鋼,2017/2/3,18.5125,"27,846","710,829",0.177,"15,734,861","402,026",10,TSE
2884 玉山金,2017/2/3,8.4235,"14,988","274,040",0.171,"8,765,400","159,969",17,TSE
5880 合庫金,2017/2/3,7.4652,"9,858","140,398",0.0832,"11,847,285","168,824",17,TSE
1216 統一,2017/2/3,35.0447,"14,144","746,125",0.2489,"5,682,015","300,010",02,TSE
4904 遠傳,2017/2/3,45.9688,"4,690","337,365",0.1439,"3,258,501","234,612",27,TSE
2881 富邦金,2017/2/2,25.2344,"24,838","1,254,524",0.2427,"10,233,604","512,704",17,TSE
2882 國泰金,2017/2/2,29.766,"28,415","1,340,273",0.2262,"12,563,210","589,215",17,TSE
2886 兆豐金,2017/2/2,13.8448,"26,378","614,927",0.194,"13,599,824","316,876",17,TSE
2891 中信金,2017/2/2,11.0961,"97,148","1,738,502",0.4983,"19,496,990","348,021",17,TSE
2892 第一金,2017/2/2,9.7519,"28,422","497,547",0.2373,"11,976,856","208,996",17,TSE
2002 中鋼,2017/2/2,18.4039,"42,284","1,079,234",0.2687,"15,734,861","399,665",10,TSE
2884 玉山金,2017/2/2,8.4235,"31,156","573,151",0.3554,"8,765,400","159,969",17,TSE
5880 合庫金,2017/2/2,7.439,"19,862","282,743",0.1677,"11,847,285","168,231",17,TSE
1216 統一,2017/2/2,34.8456,"45,496","2,393,020",0.8007,"5,682,015","298,306",02,TSE
4904 遠傳,2017/2/2,45.8411,"9,424","682,133",0.2892,"3,258,501","233,960",27,TSE
2881 富邦金,2017/1/24,25.4862,"9,829","499,553",0.096,"10,233,604","517,820",17,TSE
2882 國泰金,2017/1/24,30.1468,"18,521","876,004",0.1474,"12,563,210","596,752",17,TSE
2886 兆豐金,2017/1/24,13.8448,"16,427","384,164",0.1208,"13,599,824","316,876",17,TSE
2891 中信金,2017/1/24,11.065,"37,915","673,385",0.1945,"19,496,990","347,046",17,TSE
2892 第一金,2017/1/24,9.7519,"17,618","308,049",0.1471,"11,976,856","208,996",17,TSE
2002 中鋼,2017/1/24,18.3314,"17,578","444,703",0.1117,"15,734,861","398,092",10,TSE
2884 玉山金,2017/1/24,8.5158,"9,603","177,218",0.1096,"8,765,400","161,722",17,TSE
5880 合庫金,2017/1/24,7.4914,"17,957","257,058",0.1516,"11,847,285","169,416",17,TSE
1216 統一,2017/1/24,35.5093,"17,824","962,395",0.3137,"5,682,015","303,988",02,TSE
4904 遠傳,2017/1/24,47.501,"3,026","224,312",0.0929,"3,258,501","242,432",27,TSE
2881 富邦金,2017/1/23,25.5366,"11,126","566,985",0.1087,"10,233,604","518,844",17,TSE
2882 國泰金,2017/1/23,30.0834,"21,572","1,017,727",0.1717,"12,563,210","595,496",17,TSE
2886 兆豐金,2017/1/23,13.9933,"14,391","338,179",0.1058,"13,599,824","320,276",17,TSE
2891 中信金,2017/1/23,11.0029,"30,559","540,043",0.1567,"19,496,990","345,097",17,TSE
2892 第一金,2017/1/23,9.7519,"16,280","283,823",0.1359,"11,976,856","208,996",17,TSE
2002 中鋼,2017/1/23,18.2952,"17,919","452,097",0.1139,"15,734,861","397,305",10,TSE
2884 玉山金,2017/1/23,8.5388,"9,594","177,866",0.1095,"8,765,400","162,160",17,TSE
5880 合庫金,2017/1/23,7.4914,"16,363","233,712",0.1381,"11,847,285","169,416",17,TSE
1216 統一,2017/1/23,36.173,"16,813","916,071",0.2959,"5,682,015","309,670",02,TSE
4904 遠傳,2017/1/23,47.501,"2,759","205,200",0.0847,"3,258,501","242,432",27,TSE
2881 富邦金,2017/1/20,25.4359,"11,311","570,598",0.1105,"10,233,604","516,797",17,TSE
2882 國泰金,2017/1/20,29.9247,"16,984","798,003",0.1352,"12,563,210","592,355",17,TSE
2886 兆豐金,2017/1/20,13.8448,"14,879","346,705",0.1094,"13,599,824","316,876",17,TSE
2891 中信金,2017/1/20,10.9096,"18,338","322,251",0.0941,"19,496,990","342,172",17,TSE
2892 第一金,2017/1/20,9.6681,"24,190","418,421",0.202,"11,976,856","207,200",17,TSE
2002 中鋼,2017/1/20,18.1865,"11,339","284,162",0.0721,"15,734,861","394,945",10,TSE
2884 玉山金,2017/1/20,8.5158,"30,621","528,177",0.3493,"8,765,400","161,722",17,TSE
5880 合庫金,2017/1/20,7.439,"8,307","117,651",0.0701,"11,847,285","168,231",17,TSE
1216 統一,2017/1/20,36.0403,"6,231","338,830",0.1097,"5,682,015","308,533",02,TSE
4904 遠傳,2017/1/20,47.118,"2,346","173,108",0.072,"3,258,501","240,477",27,TSE
2881 富邦金,2017/1/19,25.2848,"9,846","495,137",0.0962,"10,233,604","513,727",17,TSE
2882 國泰金,2017/1/19,29.7343,"20,730","968,473",0.165,"12,563,210","588,586",17,TSE
2886 兆豐金,2017/1/19,13.9042,"16,388","383,576",0.1205,"13,599,824","318,236",17,TSE
2891 中信金,2017/1/19,10.9096,"46,379","814,580",0.2379,"19,496,990","342,172",17,TSE
2892 第一金,2017/1/19,9.6681,"16,038","277,572",0.1339,"11,976,856","207,200",17,TSE
2002 中鋼,2017/1/19,18.1865,"16,550","414,760",0.1052,"15,734,861","394,945",10,TSE
2884 玉山金,2017/1/19,8.4465,"12,038","220,411",0.1373,"8,765,400","160,407",17,TSE
5880 合庫金,2017/1/19,7.4128,"7,188","101,661",0.0607,"11,847,285","167,639",17,TSE
1216 統一,2017/1/19,36.2394,"10,985","597,053",0.1933,"5,682,015","310,238",02,TSE
4904 遠傳,2017/1/19,47.3095,"3,356","248,297",0.103,"3,258,501","241,455",27,TSE
2881 富邦金,2017/1/18,25.4359,"15,347","776,614",0.15,"10,233,604","516,797",17,TSE
2882 國泰金,2017/1/18,29.7978,"21,839","1,025,112",0.1738,"12,563,210","589,843",17,TSE
2886 兆豐金,2017/1/18,13.8448,"15,682","365,840",0.1153,"13,599,824","316,876",17,TSE
2891 中信金,2017/1/18,11.0029,"18,700","331,018",0.0959,"19,496,990","345,097",17,TSE
2892 第一金,2017/1/18,9.724,"13,898","242,201",0.116,"11,976,856","208,397",17,TSE
2002 中鋼,2017/1/18,18.1865,"20,743","521,589",0.1318,"15,734,861","394,945",10,TSE
2884 玉山金,2017/1/18,8.5388,"11,353","209,491",0.1295,"8,765,400","162,160",17,TSE
5880 合庫金,2017/1/18,7.4128,"6,090","86,267",0.0514,"11,847,285","167,639",17,TSE
1216 統一,2017/1/18,35.8411,"7,793","422,494",0.1372,"5,682,015","306,829",02,TSE
4904 遠傳,2017/1/18,47.3095,"2,942","217,968",0.0903,"3,258,501","241,455",27,TSE
2881 富邦金,2017/1/17,25.8388,"8,649","440,913",0.0845,"10,233,604","524,984",17,TSE
2882 國泰金,2017/1/17,30.1468,"17,752","841,648",0.1413,"12,563,210","596,752",17,TSE
2886 兆豐金,2017/1/17,13.9636,"16,578","391,231",0.1219,"13,599,824","319,596",17,TSE
2891 中信金,2017/1/17,11.0339,"18,804","333,573",0.0964,"19,496,990","346,072",17,TSE
2892 第一金,2017/1/17,9.7519,"8,548","148,760",0.0714,"11,976,856","208,996",17,TSE
2002 中鋼,2017/1/17,18.0416,"18,237","455,482",0.1159,"15,734,861","391,798",10,TSE
2884 玉山金,2017/1/17,8.5388,"26,272","452,360",0.2997,"8,765,400","162,160",17,TSE
5880 合庫金,2017/1/17,7.4128,"5,658","80,134",0.0478,"11,847,285","167,639",17,TSE
1216 統一,2017/1/17,36.3721,"5,763","314,832",0.1014,"5,682,015","311,374",02,TSE
4904 遠傳,2017/1/17,47.1818,"4,109","303,220",0.1261,"3,258,501","240,803",27,TSE
2881 富邦金,2017/1/16,25.3855,"12,164","613,802",0.1189,"10,233,604","515,774",17,TSE
2882 國泰金,2017/1/16,30.0199,"21,864","1,037,611",0.174,"12,563,210","594,240",17,TSE
2886 兆豐金,2017/1/16,14.023,"10,194","241,238",0.075,"13,599,824","320,956",17,TSE
2891 中信金,2017/1/16,11.0029,"27,183","480,994",0.1394,"19,496,990","345,097",17,TSE
2892 第一金,2017/1/16,9.724,"11,872","206,178",0.0991,"11,976,856","208,397",17,TSE
2002 中鋼,2017/1/16,18.0416,"9,006","224,256",0.0572,"15,734,861","391,798",10,TSE
2884 玉山金,2017/1/16,8.4465,"7,106","130,317",0.0811,"8,765,400","160,407",17,TSE
5880 合庫金,2017/1/16,7.439,"3,332","47,265",0.0281,"11,847,285","168,231",17,TSE
1216 統一,2017/1/16,36.173,"7,849","427,500",0.1381,"5,682,015","309,670",02,TSE
4904 遠傳,2017/1/16,47.3734,"4,823","356,694",0.148,"3,258,501","241,781",27,TSE
2881 富邦金,2017/1/13,25.8388,"12,500","643,465",0.1221,"10,233,604","524,984",17,TSE
2882 國泰金,2017/1/13,30.7181,"16,491","795,839",0.1313,"12,563,210","608,059",17,TSE
2886 兆豐金,2017/1/13,14.2013,"11,876","281,981",0.0873,"13,599,824","325,036",17,TSE
2891 中信金,2017/1/13,11.1583,"21,625","387,375",0.1109,"19,496,990","349,971",17,TSE
2892 第一金,2017/1/13,9.7799,"15,270","266,746",0.1275,"11,976,856","209,595",17,TSE
2002 中鋼,2017/1/13,18.2227,"14,070","352,797",0.0894,"15,734,861","395,732",10,TSE
2884 玉山金,2017/1/13,8.5388,"9,361","172,688",0.1068,"8,765,400","162,160",17,TSE
5880 合庫金,2017/1/13,7.4914,"6,773","96,663",0.0572,"11,847,285","169,416",17,TSE
1216 統一,2017/1/13,36.5049,"10,534","576,320",0.1854,"5,682,015","312,511",02,TSE
4904 遠傳,2017/1/13,47.0541,"5,416","396,978",0.1662,"3,258,501","240,152",27,TSE
2881 富邦金,2017/1/12,26.2921,"15,453","808,048",0.151,"10,233,604","534,194",17,TSE
2882 國泰金,2017/1/12,30.9085,"18,467","903,931",0.147,"12,563,210","611,828",17,TSE
2886 兆豐金,2017/1/12,14.2013,"16,778","400,225",0.1234,"13,599,824","325,036",17,TSE
2891 中信金,2017/1/12,11.1893,"24,585","441,838",0.1261,"19,496,990","350,946",17,TSE
2892 第一金,2017/1/12,9.7799,"21,892","382,859",0.1828,"11,976,856","209,595",17,TSE
2002 中鋼,2017/1/12,18.1865,"23,508","591,859",0.1494,"15,734,861","394,945",10,TSE
2884 玉山金,2017/1/12,8.5619,"16,005","290,323",0.1826,"8,765,400","162,598",17,TSE
5880 合庫金,2017/1/12,7.4914,"13,691","195,336",0.1156,"11,847,285","169,416",17,TSE
1216 統一,2017/1/12,36.1066,"8,620","468,788",0.1517,"5,682,015","309,102",02,TSE
4904 遠傳,2017/1/12,46.7349,"3,912","286,816",0.1201,"3,258,501","238,522",27,TSE
2881 富邦金,2017/1/11,26.0403,"9,478","491,627",0.0926,"10,233,604","529,077",17,TSE
2882 國泰金,2017/1/11,31.0989,"16,524","809,822",0.1315,"12,563,210","615,597",17,TSE
2886 兆豐金,2017/1/11,14.0824,"13,919","329,521",0.1023,"13,599,824","322,316",17,TSE
2891 中信金,2017/1/11,11.1893,"23,409","420,175",0.1201,"19,496,990","350,946",17,TSE
2892 第一金,2017/1/11,9.7519,"16,504","287,859",0.1378,"11,976,856","208,996",17,TSE
2002 中鋼,2017/1/11,18.1503,"22,456","561,663",0.1427,"15,734,861","394,158",10,TSE
2884 玉山金,2017/1/11,8.4927,"19,620","360,299",0.2238,"8,765,400","161,283",17,TSE
5880 合庫金,2017/1/11,7.4652,"6,844","97,357",0.0578,"11,847,285","168,824",17,TSE
1216 統一,2017/1/11,35.8411,"9,051","486,447",0.1593,"5,682,015","306,829",02,TSE
4904 遠傳,2017/1/11,46.7349,"2,981","217,316",0.0915,"3,258,501","238,522",27,TSE
2881 富邦金,2017/1/10,26.1914,"10,085","521,439",0.0985,"10,233,604","532,147",17,TSE
2882 國泰金,2017/1/10,31.2258,"15,278","745,353",0.1216,"12,563,210","618,110",17,TSE
2886 兆豐金,2017/1/10,14.023,"13,455","316,830",0.0989,"13,599,824","320,956",17,TSE
2891 中信金,2017/1/10,11.1893,"21,721","389,928",0.1114,"19,496,990","350,946",17,TSE
2892 第一金,2017/1/10,9.724,"13,183","228,822",0.1101,"11,976,856","208,397",17,TSE
2002 中鋼,2017/1/10,17.788,"8,124","199,532",0.0516,"15,734,861","386,291",10,TSE
2884 玉山金,2017/1/10,8.4235,"11,130","203,465",0.127,"8,765,400","159,969",17,TSE
5880 合庫金,2017/1/10,7.439,"6,374","90,279",0.0538,"11,847,285","168,231",17,TSE
1216 統一,2017/1/10,35.642,"6,374","342,581",0.1122,"5,682,015","305,124",02,TSE
4904 遠傳,2017/1/10,46.6711,"3,801","278,082",0.1166,"3,258,501","238,196",27,TSE
2881 富邦金,2017/1/9,26.0403,"13,762","712,058",0.1345,"10,233,604","529,077",17,TSE
2882 國泰金,2017/1/9,31.0989,"15,085","738,486",0.1201,"12,563,210","615,597",17,TSE
2886 兆豐金,2017/1/9,13.8745,"9,066","212,601",0.0667,"13,599,824","317,556",17,TSE
2891 中信金,2017/1/9,11.1893,"17,261","309,504",0.0885,"19,496,990","350,946",17,TSE
2892 第一金,2017/1/9,9.696,"8,928","154,914",0.0745,"11,976,856","207,798",17,TSE
2002 中鋼,2017/1/9,17.788,"10,175","250,850",0.0647,"15,734,861","386,291",10,TSE
2884 玉山金,2017/1/9,8.4465,"8,333","152,795",0.0951,"8,765,400","160,407",17,TSE
5880 合庫金,2017/1/9,7.4128,"4,624","65,509",0.039,"11,847,285","167,639",17,TSE
1216 統一,2017/1/9,35.9739,"4,863","263,578",0.0856,"5,682,015","307,965",02,TSE
4904 遠傳,2017/1/9,46.7349,"2,830","206,856",0.0868,"3,258,501","238,522",27,TSE
2881 富邦金,2017/1/6,25.9899,"8,610","443,755",0.0841,"10,233,604","528,054",17,TSE
2882 國泰金,2017/1/6,30.9402,"17,503","850,127",0.1393,"12,563,210","612,456",17,TSE
2886 兆豐金,2017/1/6,14.0824,"11,240","265,702",0.0826,"13,599,824","322,316",17,TSE
2891 中信金,2017/1/6,11.1893,"18,886","338,712",0.0969,"19,496,990","350,946",17,TSE
2892 第一金,2017/1/6,9.724,"16,272","282,373",0.1359,"11,976,856","208,397",17,TSE
2002 中鋼,2017/1/6,17.8967,"11,881","294,043",0.0755,"15,734,861","388,651",10,TSE
2884 玉山金,2017/1/6,8.5388,"7,896","145,719",0.0901,"8,765,400","162,160",17,TSE
5880 合庫金,2017/1/6,7.4128,"5,519","78,146",0.0466,"11,847,285","167,639",17,TSE
1216 統一,2017/1/6,35.9075,"8,199","443,382",0.1443,"5,682,015","307,397",02,TSE
4904 遠傳,2017/1/6,46.7987,"5,022","366,407",0.1541,"3,258,501","238,848",27,TSE
2881 富邦金,2017/1/5,25.8892,"10,182","523,020",0.0995,"10,233,604","526,007",17,TSE
2882 國泰金,2017/1/5,30.7181,"14,714","708,032",0.1171,"12,563,210","608,059",17,TSE
2886 兆豐金,2017/1/5,14.0527,"17,675","415,859",0.13,"13,599,824","321,636",17,TSE
2891 中信金,2017/1/5,11.1893,"31,299","561,122",0.1605,"19,496,990","350,946",17,TSE
2892 第一金,2017/1/5,9.724,"15,814","273,960",0.132,"11,976,856","208,397",17,TSE
2002 中鋼,2017/1/5,18.0053,"14,779","366,064",0.0939,"15,734,861","391,011",10,TSE
2884 玉山金,2017/1/5,8.5158,"11,257","207,638",0.1284,"8,765,400","161,722",17,TSE
5880 合庫金,2017/1/5,7.4128,"13,372","188,934",0.1129,"11,847,285","167,639",17,TSE
1216 統一,2017/1/5,35.9075,"14,307","764,470",0.2518,"5,682,015","307,397",02,TSE
4904 遠傳,2017/1/5,46.7987,"3,770","275,763",0.1157,"3,258,501","238,848",27,TSE
2881 富邦金,2017/1/4,25.7381,"10,419","533,560",0.1018,"10,233,604","522,937",17,TSE
2882 國泰金,2017/1/4,30.4007,"9,609","461,387",0.0765,"12,563,210","601,778",17,TSE
2886 兆豐金,2017/1/4,13.9339,"14,379","335,141",0.1057,"13,599,824","318,916",17,TSE
2891 中信金,2017/1/4,11.065,"16,214","287,733",0.0832,"19,496,990","347,046",17,TSE
2892 第一金,2017/1/4,9.6402,"8,167","140,514",0.0682,"11,976,856","206,601",17,TSE
2002 中鋼,2017/1/4,17.8967,"10,592","260,810",0.0673,"15,734,861","388,651",10,TSE
2884 玉山金,2017/1/4,8.4927,"6,776","124,702",0.0773,"8,765,400","161,283",17,TSE
5880 合庫金,2017/1/4,7.3605,"4,928","69,213",0.0416,"11,847,285","166,454",17,TSE
1216 統一,2017/1/4,35.1774,"9,052","481,934",0.1593,"5,682,015","301,147",02,TSE
4904 遠傳,2017/1/4,46.4795,"3,556","258,111",0.1091,"3,258,501","237,219",27,TSE
2881 富邦金,2017/1/3,25.8892,"5,281","269,699",0.0516,"10,233,604","526,007",17,TSE
2882 國泰金,2017/1/3,30.4642,"6,117","293,195",0.0487,"12,563,210","603,034",17,TSE
2886 兆豐金,2017/1/3,13.7259,"9,011","207,157",0.0663,"13,599,824","314,156",17,TSE
2891 中信金,2017/1/3,11.0029,"13,746","242,909",0.0705,"19,496,990","345,097",17,TSE
2892 第一金,2017/1/3,9.5843,"4,693","80,489",0.0392,"11,976,856","205,403",17,TSE
2002 中鋼,2017/1/3,17.7155,"14,961","365,462",0.0951,"15,734,861","384,717",10,TSE
2884 玉山金,2017/1/3,8.4927,"3,692","67,556",0.0421,"8,765,400","161,283",17,TSE
5880 合庫金,2017/1/3,7.3605,"2,097","29,418",0.0177,"11,847,285","166,454",17,TSE
1216 統一,2017/1/3,35.3765,"2,757","146,961",0.0485,"5,682,015","302,851",02,TSE
4904 遠傳,2017/1/3,45.7772,"3,138","224,916",0.0963,"3,258,501","233,635",27,TSE
2881 富邦金,2016/12/30,25.6877,"7,550","384,186",0.0738,"10,233,604","521,914",17,TSE
2882 國泰金,2016/12/30,30.5911,"9,465","456,993",0.0753,"12,563,210","605,547",17,TSE
2886 兆豐金,2016/12/30,13.6665,"17,040","391,531",0.1253,"13,599,824","312,796",17,TSE
2891 中信金,2016/12/30,10.9718,"27,020","476,973",0.1386,"19,496,990","344,122",17,TSE
2892 第一金,2016/12/30,9.6122,"10,397","178,488",0.0868,"11,976,856","206,002",17,TSE
2002 中鋼,2016/12/30,17.8604,"8,674","214,081",0.0551,"15,734,861","387,864",10,TSE
2884 玉山金,2016/12/30,8.4696,"8,682","158,777",0.099,"8,765,400","160,845",17,TSE
5880 合庫金,2016/12/30,7.3605,"7,770","109,064",0.0656,"11,847,285","166,454",17,TSE
1216 統一,2016/12/30,35.4429,"5,502","293,843",0.0968,"5,682,015","303,420",02,TSE
4904 遠傳,2016/12/30,46.288,"3,169","229,366",0.0973,"3,258,501","236,241",27,TSE
2881 富邦金,2016/12/29,25.2848,"11,558","584,530",0.1129,"10,233,604","513,727",17,TSE
2882 國泰金,2016/12/29,30.4007,"18,883","910,926",0.1503,"12,563,210","601,778",17,TSE
2886 兆豐金,2016/12/29,13.5477,"18,117","413,813",0.1332,"13,599,824","310,076",17,TSE
2891 中信金,2016/12/29,10.9096,"44,872","789,985",0.2301,"19,496,990","342,172",17,TSE
2892 第一金,2016/12/29,9.5284,"11,856","202,786",0.099,"11,976,856","204,205",17,TSE
2002 中鋼,2016/12/29,17.7517,"11,406","280,531",0.0725,"15,734,861","385,504",10,TSE
2884 玉山金,2016/12/29,8.3773,"10,190","184,719",0.1163,"8,765,400","159,092",17,TSE
5880 合庫金,2016/12/29,7.3081,"6,513","90,849",0.055,"11,847,285","165,270",17,TSE
1216 統一,2016/12/29,35.0447,"4,423","234,110",0.0778,"5,682,015","300,010",02,TSE
4904 遠傳,2016/12/29,45.5218,"3,722","266,050",0.1142,"3,258,501","232,331",27,TSE
2881 富邦金,2016/12/28,25.6374,"9,341","472,637",0.0913,"10,233,604","520,890",17,TSE
2882 國泰金,2016/12/28,30.8767,"13,889","672,513",0.1106,"12,563,210","611,200",17,TSE
2886 兆豐金,2016/12/28,13.6665,"13,056","299,642",0.096,"13,599,824","312,796",17,TSE
2891 中信金,2016/12/28,10.9407,"41,501","731,133",0.2129,"19,496,990","343,147",17,TSE
