靡ㄩ絏,るら,Μ絃基(じ),Θユ秖(),Θユ(じ),秅锣瞯,瑈硄计(),カ(κ窾じ),TSE 玻穨,カ
3008 ミ,2025/1/10,"2,576.14","4,202","11,558,104",3.1483,"133,468","367,038",26,TSE
2379 风琑,2025/1/10,483.0543,"1,897","1,008,906",0.3699,"512,864","269,253",24,TSE
2330 縩筿,2025/1/9,"1,075.88","29,916","33,052,210",0.1154,"25,932,733","28,526,007",24,TSE
2454 羛祇,2025/1/9,"1,377.10","7,283","10,619,853",0.4547,"1,601,688","2,306,431",24,TSE
3034 羛碟,2025/1/9,447.3265,"2,243","1,114,507",0.3686,"608,511","299,996",24,TSE
2308 笷筿,2025/1/9,408.0691,"5,235","2,201,723",0.2015,"2,597,543","1,084,474",28,TSE
3711 らるщ北,2025/1/9,158.5033,"13,116","2,207,736",0.2971,"4,414,931","732,878",24,TSE
2345 醇ü,2025/1/9,727.6477,"5,001","3,789,507",0.8913,"561,118","416,911",27,TSE
6669 絥縪,2025/1/9,827.2886,"4,486","11,889,454",2.4139,"185,841","485,974",25,TSE
2059 打,2025/1/9,"1,488.21",913,"1,381,326",0.9581,"95,297","143,899",28,TSE
3008 ミ,2025/1/9,"2,430.94",974,"2,570,183",0.7298,"133,468","346,350",26,TSE
2379 风琑,2025/1/9,486.7347,"3,124","1,667,649",0.6091,"512,864","271,305",24,TSE
2330 縩筿,2025/1/8,"1,080.77","49,181","54,760,296",0.1896,"25,932,733","28,655,670",24,TSE
2454 羛祇,2025/1/8,"1,405.79","11,341","16,799,397",0.7081,"1,601,688","2,354,481",24,TSE
3034 羛碟,2025/1/8,459.1222,"1,779","901,797",0.2924,"608,511","307,907",24,TSE
2308 笷筿,2025/1/8,418.3319,"12,300","5,330,039",0.4735,"2,597,543","1,111,749",28,TSE
3711 らるщ北,2025/1/8,163.7549,"18,188","3,143,845",0.412,"4,414,931","757,161",24,TSE
2345 醇ü,2025/1/8,752.1311,"16,413","12,766,426",2.9251,"561,118","430,939",27,TSE
6669 絥縪,2025/1/8,871.5794,"3,005","8,376,570",1.617,"185,841","511,991",25,TSE
2059 打,2025/1/8,"1,483.29","1,316","2,017,873",1.3809,"95,297","143,422",28,TSE
3008 ミ,2025/1/8,"2,444.99",712,"1,871,847",0.5335,"133,468","348,352",26,TSE
2379 风琑,2025/1/8,496.8559,"2,193","1,185,712",0.4276,"512,864","276,946",24,TSE
2330 縩筿,2025/1/7,"1,105.22","54,691","62,664,127",0.2109,"25,932,733","29,303,989",24,TSE
2454 羛祇,2025/1/7,"1,424.92","13,043","19,029,056",0.8143,"1,601,688","2,386,515",24,TSE
3034 羛碟,2025/1/7,456.4001,"2,650","1,338,034",0.4355,"608,511","306,081",24,TSE
2308 笷筿,2025/1/7,422.2415,"7,751","3,332,968",0.2984,"2,597,543","1,122,139",28,TSE
3711 らるщ北,2025/1/7,167.0968,"33,766","5,872,892",0.7648,"4,414,931","772,613",24,TSE
2345 醇ü,2025/1/7,750.1724,"4,098","3,152,007",0.7303,"561,118","429,816",27,TSE
6669 絥縪,2025/1/7,876.3248,"2,455","6,724,342",1.321,"185,841","514,779",25,TSE
2059 打,2025/1/7,"1,493.14",948,"1,447,535",0.9948,"95,297","144,375",28,TSE
3008 ミ,2025/1/7,"2,496.52",810,"2,177,144",0.6069,"133,468","355,693",26,TSE
2379 风琑,2025/1/7,499.6162,"2,333","1,265,388",0.4549,"512,864","278,485",24,TSE
2330 縩筿,2025/1/6,"1,100.33","77,874","86,585,128",0.3003,"25,932,733","29,174,325",24,TSE
2454 羛祇,2025/1/6,"1,362.76","7,760","10,980,061",0.4845,"1,601,688","2,282,405",24,TSE
3034 羛碟,2025/1/6,450.0486,"2,013","1,006,843",0.3308,"608,511","301,822",24,TSE
2308 笷筿,2025/1/6,409.0465,"7,109","2,961,882",0.2737,"2,597,543","1,087,072",28,TSE
3711 らるщ北,2025/1/6,158.5033,"13,633","2,271,369",0.3088,"4,414,931","732,878",24,TSE
2345 醇ü,2025/1/6,758.0071,"4,477","3,437,499",0.7979,"561,118","434,305",27,TSE
6669 絥縪,2025/1/6,854.1795,"2,988","8,063,896",1.6078,"185,841","501,770",25,TSE
2059 打,2025/1/6,"1,468.50",730,"1,093,487",0.766,"95,297","141,993",28,TSE
3008 ミ,2025/1/6,"2,510.57","1,161","3,069,409",0.8699,"133,468","357,695",26,TSE
2379 风琑,2025/1/6,496.8559,"2,071","1,116,375",0.4038,"512,864","276,946",24,TSE
2330 縩筿,2025/1/3,"1,051.43","31,244","33,728,652",0.1205,"25,932,733","27,877,688",24,TSE
2454 羛祇,2025/1/3,"1,305.38","6,413","8,684,840",0.4004,"1,601,688","2,186,304",24,TSE
3034 羛碟,2025/1/3,448.6876,"2,089","1,038,837",0.3433,"608,511","300,909",24,TSE
2308 笷筿,2025/1/3,404.6481,"9,851","4,096,589",0.3792,"2,597,543","1,075,383",28,TSE
3711 らるщ北,2025/1/3,153.7291,"6,091","985,946",0.138,"4,414,931","710,804",24,TSE
2345 醇ü,2025/1/3,750.1724,"4,391","3,337,108",0.7825,"561,118","429,816",27,TSE
6669 絥縪,2025/1/3,825.7068,"1,608","4,180,091",0.8653,"185,841","485,044",25,TSE
2059 打,2025/1/3,"1,443.86",659,"970,707",0.6915,"95,297","139,610",28,TSE
3008 ミ,2025/1/3,"2,421.58",804,"2,081,431",0.6024,"133,468","345,015",26,TSE
2379 风琑,2025/1/3,494.0955,"2,938","1,579,466",0.5729,"512,864","275,408",24,TSE
2330 縩筿,2025/1/2,"1,041.65","45,045","47,883,206",0.1737,"25,932,733","27,618,361",24,TSE
2454 羛祇,2025/1/2,"1,291.03","7,374","10,011,026",0.4604,"1,601,688","2,162,279",24,TSE
3034 羛碟,2025/1/2,458.2148,"2,423","1,220,638",0.3982,"608,511","307,298",24,TSE
2308 笷筿,2025/1/2,407.5804,"11,380","4,783,630",0.4381,"2,597,543","1,083,176",28,TSE
3711 らるщ北,2025/1/2,153.2517,"7,539","1,214,066",0.1708,"4,414,931","708,596",24,TSE
2345 醇ü,2025/1/2,738.4204,"5,227","3,969,736",0.9315,"561,118","423,083",27,TSE
6669 絥縪,2025/1/2,806.725,"1,928","5,016,264",1.0374,"185,841","473,894",25,TSE
2059 打,2025/1/2,"1,453.72","2,103","3,203,056",2.2068,"95,297","140,563",28,TSE
3008 ミ,2025/1/2,"2,454.36",528,"1,394,136",0.3956,"133,468","349,687",26,TSE
2379 风琑,2025/1/2,501.4564,"4,217","2,295,678",0.8222,"512,864","279,511",24,TSE
2330 縩筿,2024/12/31,"1,051.43","29,239","31,511,634",0.1127,"25,932,733","27,877,688",24,TSE
2454 羛祇,2024/12/31,"1,325.46","3,371","4,756,664",0.2105,"1,601,688","2,266,389",24,TSE
3034 羛碟,2024/12/31,455.4927,"1,868","935,982",0.307,"608,511","305,473",24,TSE
2308 笷筿,2024/12/31,420.7754,"3,753","1,615,014",0.1445,"2,597,543","1,118,242",28,TSE
3711 らるщ北,2024/12/31,154.6839,"5,569","901,501",0.1261,"4,414,931","715,219",24,TSE
2345 醇ü,2024/12/31,757.0278,"3,477","2,683,706",0.6197,"561,118","433,744",27,TSE
6669 絥縪,2024/12/31,828.8704,923,"2,387,580",0.4967,"185,841","486,903",25,TSE
2059 打,2024/12/31,"1,527.64","1,810","2,823,691",1.8993,"95,297","147,710",28,TSE
3008 ミ,2024/12/31,"2,505.89",554,"1,475,025",0.4151,"133,468","357,027",26,TSE
2379 风琑,2024/12/31,522.6187,"5,525","3,120,840",1.0773,"512,864","291,307",24,TSE
2330 縩筿,2024/12/30,"1,066.10","27,437","29,944,447",0.1058,"25,932,733","28,266,679",24,TSE
2454 羛祇,2024/12/30,"1,330.15","2,890","4,117,831",0.1804,"1,601,688","2,274,397",24,TSE
3034 羛碟,2024/12/30,453.678,"1,347","675,139",0.2214,"608,511","304,256",24,TSE
2308 笷筿,2024/12/30,424.685,"5,097","2,214,365",0.1962,"2,597,543","1,128,633",28,TSE
3711 らるщ北,2024/12/30,156.1162,"8,547","1,407,445",0.1937,"4,413,435","721,597",24,TSE
2345 醇ü,2024/12/30,745.2758,"1,589","1,216,783",0.2832,"561,118","427,011",27,TSE
6669 絥縪,2024/12/30,806.725,"1,243","3,186,074",0.6689,"185,841","473,894",25,TSE
2059 打,2024/12/30,"1,522.71","1,620","2,497,681",1.6999,"95,297","147,234",28,TSE
3008 ミ,2024/12/30,"2,482.47",668,"1,779,496",0.5005,"133,468","353,691",26,TSE
2379 风琑,2024/12/30,518.9383,"3,300","1,857,085",0.6434,"512,864","289,255",24,TSE
2330 縩筿,2024/12/27,"1,066.10","26,151","28,531,251",0.1008,"25,932,733","28,266,679",24,TSE
2454 羛祇,2024/12/27,"1,339.51","2,406","3,443,523",0.1502,"1,601,688","2,290,414",24,TSE
3034 羛碟,2024/12/27,455.4927,"1,092","549,576",0.1795,"608,511","305,473",24,TSE
2308 笷筿,2024/12/27,421.7528,"3,192","1,373,729",0.1229,"2,597,543","1,120,840",28,TSE
3711 らるщ北,2024/12/27,157.5484,"6,215","1,030,379",0.1408,"4,413,435","728,217",24,TSE
2345 醇ü,2024/12/27,760.9452,"4,043","3,130,656",0.7205,"561,118","435,989",27,TSE
6669 絥縪,2024/12/27,820.9614,914,"2,369,303",0.4918,"185,841","482,257",25,TSE
2059 打,2024/12/27,"1,448.79",214,"316,516",0.2246,"95,297","140,087",28,TSE
3008 ミ,2024/12/27,"2,473.10",644,"1,706,884",0.4825,"133,468","352,356",26,TSE
2379 风琑,2024/12/27,513.4177,"1,866","1,041,743",0.3638,"512,864","286,178",24,TSE
2330 縩筿,2024/12/26,"1,061.21","15,017","16,328,335",0.0579,"25,932,733","28,137,016",24,TSE
2454 羛祇,2024/12/26,"1,330.15","2,448","3,484,465",0.1528,"1,601,688","2,274,397",24,TSE
3034 羛碟,2024/12/26,456.4001,"2,300","1,159,256",0.378,"608,511","306,081",24,TSE
2308 笷筿,2024/12/26,418.3319,"2,595","1,107,099",0.0999,"2,597,543","1,111,749",28,TSE
3711 らるщ北,2024/12/26,157.5484,"5,287","872,280",0.1198,"4,413,435","728,217",24,TSE
2345 醇ü,2024/12/26,738.4204,"2,037","1,543,245",0.363,"561,118","423,083",27,TSE
6669 絥縪,2024/12/26,813.0523,"1,318","3,412,549",0.7092,"185,841","477,611",25,TSE
2059 打,2024/12/26,"1,443.86",358,"528,088",0.3757,"95,297","139,610",28,TSE
3008 ミ,2024/12/26,"2,505.89","1,548","4,113,520",1.1598,"133,468","357,027",26,TSE
2379 风琑,2024/12/26,508.8172,"1,962","1,074,523",0.3826,"512,864","283,614",24,TSE
2330 縩筿,2024/12/25,"1,061.21","16,186","17,591,123",0.0624,"25,932,733","28,137,016",24,TSE
2454 羛祇,2024/12/25,"1,320.78","2,449","3,471,607",0.1529,"1,601,688","2,258,380",24,TSE
3034 羛碟,2024/12/25,452.7707,"1,541","766,207",0.2532,"608,511","303,647",24,TSE
2308 笷筿,2024/12/25,412.9561,"2,048","865,339",0.0788,"2,597,543","1,097,462",28,TSE
3711 らるщ北,2024/12/25,158.0259,"7,896","1,310,773",0.1789,"4,413,435","730,424",24,TSE
2345 醇ü,2024/12/25,744.2964,"2,934","2,234,702",0.5229,"561,118","426,450",27,TSE
6669 絥縪,2024/12/25,817.7977,"1,288","3,317,419",0.6931,"185,841","480,398",25,TSE
2059 打,2024/12/25,"1,429.08",375,"550,288",0.3935,"95,297","138,181",28,TSE
3008 ミ,2024/12/25,"2,416.89",389,"1,004,812",0.2915,"133,468","344,348",26,TSE
2379 风琑,2024/12/25,492.2553,666,"354,636",0.1299,"512,864","274,382",24,TSE
2330 縩筿,2024/12/24,"1,056.32","30,069","32,689,957",0.1159,"25,932,733","28,007,352",24,TSE
2454 羛祇,2024/12/24,"1,316.09","3,278","4,639,180",0.2047,"1,601,688","2,250,372",24,TSE
3034 羛碟,2024/12/24,448.6876,"1,693","841,586",0.2782,"608,511","300,909",24,TSE
2308 笷筿,2024/12/24,415.8883,"5,638","2,394,709",0.2171,"2,597,543","1,105,255",28,TSE
3711 らるщ北,2024/12/24,157.071,"15,136","2,496,371",0.343,"4,413,435","726,010",24,TSE
2345 醇ü,2024/12/24,739.3997,"4,097","3,124,982",0.7301,"561,118","423,644",27,TSE
6669 絥縪,2024/12/24,801.9796,"2,561","6,590,615",1.3781,"185,841","471,106",25,TSE
2059 打,2024/12/24,"1,429.08",509,"745,686",0.5341,"95,297","138,181",28,TSE
3008 ミ,2024/12/24,"2,388.79",231,"592,600",0.1731,"133,468","340,344",26,TSE
2379 风琑,2024/12/24,489.495,985,"525,556",0.1921,"512,864","272,843",24,TSE
2330 縩筿,2024/12/23,"1,056.32","32,800","35,200,907",0.1265,"25,932,733","28,007,352",24,TSE
2454 羛祇,2024/12/23,"1,320.78","4,417","6,243,376",0.2758,"1,601,688","2,258,380",24,TSE
3034 羛碟,2024/12/23,453.678,"3,657","1,826,435",0.601,"608,511","304,256",24,TSE
2308 笷筿,2024/12/23,410.5126,"5,535","2,323,019",0.2131,"2,597,543","1,090,968",28,TSE
3711 らるщ北,2024/12/23,153.2517,"9,870","1,591,217",0.2236,"4,413,435","708,356",24,TSE
2345 醇ü,2024/12/23,747.2344,"3,755","2,855,479",0.6692,"561,118","428,133",27,TSE
6669 絥縪,2024/12/23,838.3613,"1,816","4,809,546",0.9772,"185,841","492,478",25,TSE
2059 打,2024/12/23,"1,468.50",453,"669,957",0.4754,"95,297","141,993",28,TSE
3008 ミ,2024/12/23,"2,388.79",371,"950,013",0.278,"133,468","340,344",26,TSE
2379 风琑,2024/12/23,494.0955,"1,516","815,611",0.2956,"512,864","275,408",24,TSE
2330 縩筿,2024/12/20,"1,012.31","56,392","58,923,043",0.2175,"25,932,733","26,840,379",24,TSE
2454 羛祇,2024/12/20,"1,302.04","5,731","8,030,795",0.3578,"1,601,688","2,226,346",24,TSE
3034 羛碟,2024/12/20,441.4287,"5,424","2,667,412",0.8914,"608,511","296,041",24,TSE
2308 笷筿,2024/12/20,402.6933,"9,115","3,759,068",0.3509,"2,597,543","1,070,188",28,TSE
3711 らるщ北,2024/12/20,150.3871,"24,344","3,860,417",0.5516,"4,413,435","695,116",24,TSE
2345 醇ü,2024/12/20,741.3584,"10,810","8,283,211",1.9265,"561,118","424,766",27,TSE
6669 絥縪,2024/12/20,835.1977,"3,558","9,466,979",1.9145,"185,841","490,620",25,TSE
2059 打,2024/12/20,"1,429.08",742,"1,089,348",0.7786,"95,297","138,181",28,TSE
3008 ミ,2024/12/20,"2,356.00","1,030","2,602,316",0.7717,"133,468","335,673",26,TSE
2379 风琑,2024/12/20,486.7347,"3,115","1,663,390",0.6074,"512,864","271,305",24,TSE
2330 縩筿,2024/12/19,"1,046.54","46,126","49,061,396",0.1779,"25,932,733","27,748,025",24,TSE
2454 羛祇,2024/12/19,"1,330.15","6,719","9,496,773",0.4195,"1,601,688","2,274,397",24,TSE
3034 羛碟,2024/12/19,440.0677,"3,163","1,537,187",0.5198,"608,511","295,128",24,TSE
2308 笷筿,2024/12/19,407.0916,"7,102","2,956,407",0.2734,"2,597,543","1,081,877",28,TSE
3711 らるщ北,2024/12/19,153.7291,"10,891","1,742,283",0.2468,"4,413,435","710,563",24,TSE
2345 醇ü,2024/12/19,726.6683,"6,600","4,857,086",1.1762,"561,118","416,349",27,TSE
6669 絥縪,2024/12/19,844.6886,"3,957","10,383,413",2.1292,"185,841","496,195",25,TSE
2059 打,2024/12/19,"1,478.36",693,"1,031,913",0.7272,"95,297","142,946",28,TSE
3008 ミ,2024/12/19,"2,388.79",811,"2,056,957",0.6076,"133,468","340,344",26,TSE
2379 风琑,2024/12/19,492.2553,"2,658","1,421,897",0.5183,"512,864","274,382",24,TSE
2330 縩筿,2024/12/18,"1,061.21","47,331","51,170,937",0.1825,"25,932,733","28,137,016",24,TSE
2454 羛祇,2024/12/18,"1,330.15","6,198","8,798,918",0.387,"1,601,688","2,274,397",24,TSE
3034 羛碟,2024/12/18,446.4192,"3,034","1,482,664",0.4986,"608,511","299,388",24,TSE
2308 笷筿,2024/12/18,415.8883,"6,394","2,687,901",0.2462,"2,597,543","1,105,255",28,TSE
3711 らるщ北,2024/12/18,153.7291,"11,571","1,862,414",0.2622,"4,413,435","710,563",24,TSE
2345 醇ü,2024/12/18,719.813,"4,764","3,466,264",0.849,"561,118","412,422",27,TSE
6669 絥縪,2024/12/18,811.4705,"2,770","7,071,160",1.4905,"185,841","476,682",25,TSE
2059 打,2024/12/18,"1,478.36","1,039","1,559,587",1.0903,"95,297","142,946",28,TSE
3008 ミ,2024/12/18,"2,416.89",967,"2,489,137",0.7245,"133,468","344,348",26,TSE
2379 风琑,2024/12/18,504.2167,"2,267","1,229,081",0.442,"512,864","281,049",24,TSE
2330 縩筿,2024/12/17,"1,051.43","40,033","43,428,037",0.1544,"25,932,733","27,877,688",24,TSE
2454 羛祇,2024/12/17,"1,334.83","9,362","13,364,542",0.5845,"1,601,688","2,282,405",24,TSE
3034 羛碟,2024/12/17,435.5309,"3,560","1,723,386",0.585,"608,511","292,086",24,TSE
2308 笷筿,2024/12/17,410.0239,"8,484","3,556,600",0.3266,"2,597,543","1,089,669",28,TSE
3711 らるщ北,2024/12/17,150.8646,"14,559","2,308,817",0.3299,"4,413,435","697,323",24,TSE
2345 醇ü,2024/12/17,724.7097,"4,781","3,508,898",0.852,"561,118","415,227",27,TSE
6669 絥縪,2024/12/17,824.125,"3,332","8,613,687",1.7929,"185,841","484,115",25,TSE
2059 打,2024/12/17,"1,522.71","1,013","1,556,330",1.063,"95,297","147,234",28,TSE
3008 ミ,2024/12/17,"2,365.37",637,"1,617,499",0.4773,"133,468","337,007",26,TSE
2379 风琑,2024/12/17,501.4564,"4,703","2,568,528",0.917,"512,864","279,511",24,TSE
2330 縩筿,2024/12/16,"1,061.21","43,679","47,253,709",0.1684,"25,932,733","28,137,016",24,TSE
2454 羛祇,2024/12/16,"1,297.36","7,521","10,583,170",0.4696,"1,601,688","2,218,338",24,TSE
3034 羛碟,2024/12/16,433.7162,"2,119","1,018,628",0.3482,"608,511","290,868",24,TSE
2308 笷筿,2024/12/16,416.3771,"9,332","3,973,127",0.3593,"2,597,543","1,106,553",28,TSE
3711 らるщ北,2024/12/16,153.2517,"18,192","2,932,949",0.4122,"4,413,435","708,356",24,TSE
2345 醇ü,2024/12/16,720.7923,"8,400","6,257,800",1.497,"561,118","412,983",27,TSE
6669 絥縪,2024/12/16,790.9069,"3,251","8,230,027",1.7493,"185,841","464,602",25,TSE
2059 打,2024/12/16,"1,468.50","1,151","1,740,509",1.2078,"95,297","141,993",28,TSE
3008 ミ,2024/12/16,"2,360.68",615,"1,560,891",0.4608,"133,468","336,340",26,TSE
2379 风琑,2024/12/16,490.4151,"3,172","1,702,122",0.6185,"512,864","273,356",24,TSE
2330 縩筿,2024/12/13,"1,041.65","24,329","25,873,117",0.0938,"25,932,733","27,618,361",24,TSE
2454 羛祇,2024/12/13,"1,320.78","6,733","9,392,980",0.4204,"1,601,688","2,258,380",24,TSE
3034 羛碟,2024/12/13,442.3361,"1,799","871,980",0.2956,"608,511","296,649",24,TSE
2308 笷筿,2024/12/13,413.4448,"15,401","6,555,694",0.5929,"2,597,543","1,098,761",28,TSE
3711 らるщ北,2024/12/13,151.342,"10,552","1,674,626",0.2391,"4,413,435","699,530",24,TSE
2345 醇ü,2024/12/13,730.5857,"11,713","8,702,866",2.0874,"561,118","418,594",27,TSE
6669 絥縪,2024/12/13,795.6523,"2,477","6,210,456",1.3329,"185,841","467,390",25,TSE
2059 打,2024/12/13,"1,522.71",590,"911,726",0.6191,"95,297","147,234",28,TSE
3008 ミ,2024/12/13,"2,379.42",885,"2,263,464",0.6631,"133,468","339,009",26,TSE
2379 风琑,2024/12/13,491.3352,"1,909","1,014,678",0.3722,"512,864","273,869",24,TSE
2330 縩筿,2024/12/12,"1,036.76","26,574","28,185,087",0.1025,"25,932,733","27,488,697",24,TSE
2454 羛祇,2024/12/12,"1,292.68","8,447","11,722,376",0.5274,"1,601,688","2,210,329",24,TSE
3034 羛碟,2024/12/12,437.3456,"1,372","663,367",0.2255,"608,511","293,303",24,TSE
2308 笷筿,2024/12/12,407.5804,"9,736","4,057,730",0.3748,"2,597,543","1,083,176",28,TSE
3711 らるщ北,2024/12/12,149.9097,"14,233","2,237,762",0.3225,"4,413,435","692,909",24,TSE
2345 醇ü,2024/12/12,697.2882,"6,898","5,012,823",1.2293,"561,118","399,516",27,TSE
6669 絥縪,2024/12/12,779.8342,"1,882","4,675,002",1.0127,"185,841","458,098",25,TSE
2059 打,2024/12/12,"1,527.64","1,559","2,385,672",1.6359,"95,297","147,710",28,TSE
3008 ミ,2024/12/12,"2,370.05",917,"2,318,422",0.6871,"133,468","337,675",26,TSE
2379 风琑,2024/12/12,483.0543,"2,890","1,527,446",0.5635,"512,864","269,253",24,TSE
2330 縩筿,2024/12/11,"1,018.17","26,948","28,278,772",0.1039,"25,932,733","27,099,706",24,TSE
2454 羛祇,2024/12/11,"1,264.57","7,633","10,191,659",0.4766,"1,601,688","2,162,279",24,TSE
3034 羛碟,2024/12/11,440.0677,"1,588","773,292",0.261,"608,511","295,128",24,TSE
2308 笷筿,2024/12/11,405.1368,"13,688","5,645,019",0.527,"2,597,543","1,076,682",28,TSE
3711 らるщ北,2024/12/11,148.9549,"11,412","1,789,761",0.2586,"4,413,435","688,496",24,TSE
2345 醇ü,2024/12/11,714.9163,"10,129","7,410,047",1.8051,"561,118","409,616",27,TSE
6669 絥縪,2024/12/11,784.5796,"3,120","7,682,830",1.6789,"185,841","460,885",25,TSE
2059 打,2024/12/11,"1,512.85","1,308","2,005,845",1.3726,"95,297","146,281",28,TSE
3008 ミ,2024/12/11,"2,323.21",427,"1,056,811",0.3199,"133,468","331,001",26,TSE
2379 风琑,2024/12/11,484.8945,"3,796","2,004,292",0.7402,"512,864","270,279",24,TSE
2330 縩筿,2024/12/10,"1,037.66","32,359","34,496,134",0.1248,"25,932,733","27,618,361",24,TSE
2454 羛祇,2024/12/10,"1,264.57","8,230","11,015,978",0.5138,"1,601,688","2,162,279",24,TSE
3034 羛碟,2024/12/10,443.2434,"1,675","823,023",0.2753,"608,511","297,258",24,TSE
2308 笷筿,2024/12/10,393.8966,"8,313","3,340,067",0.32,"2,597,543","1,046,810",28,TSE
3711 らるщ北,2024/12/10,150.8646,"9,895","1,565,998",0.2242,"4,413,435","697,323",24,TSE
2345 醇ü,2024/12/10,691.4122,"7,572","5,391,684",1.3494,"561,118","396,149",27,TSE
6669 絥縪,2024/12/10,770.3433,"2,924","7,163,342",1.5734,"185,841","452,522",25,TSE
2059 打,2024/12/10,"1,503.00","1,160","1,777,994",1.2172,"95,297","145,328",28,TSE
3008 ミ,2024/12/10,"2,290.43",492,"1,205,607",0.3686,"133,468","326,330",26,TSE
2379 风琑,2024/12/10,479.3739,"3,187","1,668,266",0.6214,"512,864","267,202",24,TSE
2330 縩筿,2024/12/9,"1,047.40","30,255","32,409,791",0.1167,"25,932,733","27,877,688",24,TSE
2454 羛祇,2024/12/9,"1,241.16","4,592","6,045,281",0.2867,"1,601,688","2,122,237",24,TSE
3034 羛碟,2024/12/9,442.3361,"1,639","800,695",0.2693,"608,511","296,649",24,TSE
2308 笷筿,2024/12/9,395.8514,"8,009","3,232,009",0.3083,"2,597,543","1,052,005",28,TSE
3711 らるщ北,2024/12/9,152.7742,"6,697","1,069,148",0.1517,"4,413,435","706,150",24,TSE
2345 醇ü,2024/12/9,705.1229,"6,887","4,969,531",1.2274,"561,118","404,005",27,TSE
6669 絥縪,2024/12/9,786.1615,"5,032","12,566,698",2.7077,"185,841","461,814",25,TSE
2059 打,2024/12/9,"1,552.28",764,"1,206,489",0.8017,"95,297","150,093",28,TSE
3008 ミ,2024/12/9,"2,285.74",615,"1,506,869",0.4608,"133,468","325,662",26,TSE
2379 风琑,2024/12/9,477.5337,"3,681","1,938,321",0.7177,"512,864","266,176",24,TSE
2330 縩筿,2024/12/6,"1,037.66","32,090","34,306,935",0.1237,"25,932,733","27,618,361",24,TSE
2454 羛祇,2024/12/6,"1,222.42","4,364","5,747,214",0.2725,"1,601,688","2,090,203",24,TSE
3034 羛碟,2024/12/6,443.2434,"1,790","876,530",0.2942,"608,511","297,258",24,TSE
