靡ㄩ絏,るら,Μ絃基(じ),Θユ秖(),Θユ(じ),秅锣瞯,瑈硄计(),カ(κ窾じ),TSE 玻穨,カ
2059 打,2014/11/26,325.6233,375,"152,819",0.3935,"95,297","38,834",28,TSE
3008 ミ,2014/11/26,"1,773.20","1,772","4,263,546",1.321,"134,140","325,290",26,TSE
2379 风琑,2014/11/26,57.1306,"1,390","140,802",0.2753,"504,951","51,000",24,TSE
2330 縩筿,2014/11/25,101.6525,"42,940","5,962,095",0.1656,"25,929,531","3,604,205",24,TSE
2454 羛祇,2014/11/25,253.9121,"4,691","2,109,857",0.2985,"1,571,453","707,154",24,TSE
3034 羛碟,2014/11/25,75.9161,"2,145","364,387",0.3525,"608,511","103,447",24,TSE
2308 笷筿,2014/11/25,129.477,"8,562","1,542,344",0.3513,"2,437,543","438,758",28,TSE
2345 醇ü,2014/11/25,9.9899,724,"10,400",0.1356,"533,980","7,689",27,TSE
2059 打,2014/11/25,329.2192,471,"193,294",0.4942,"95,297","39,262",28,TSE
3008 ミ,2014/11/25,"1,743.95","1,086","2,549,000",0.8096,"134,140","319,924",26,TSE
2379 风琑,2014/11/25,57.4134,"2,125","215,092",0.4208,"504,951","51,253",24,TSE
2330 縩筿,2014/11/24,101.2869,"33,408","4,638,792",0.1288,"25,929,531","3,591,240",24,TSE
2454 羛祇,2014/11/24,253.9121,"2,393","1,079,213",0.1523,"1,571,453","707,154",24,TSE
3034 羛碟,2014/11/24,76.1393,"2,347","403,800",0.3857,"608,511","103,751",24,TSE
2308 笷筿,2014/11/24,131.6349,"9,118","1,653,251",0.3741,"2,437,543","446,070",28,TSE
2345 醇ü,2014/11/24,10.0245,983,"14,279",0.1841,"533,980","7,716",27,TSE
2059 打,2014/11/24,325.6233,280,"114,602",0.2938,"95,297","38,834",28,TSE
3008 ミ,2014/11/24,"1,685.46","1,030","2,411,494",0.7679,"134,140","309,193",26,TSE
2379 风琑,2014/11/24,56.5649,"1,593","160,014",0.3155,"504,951","50,495",24,TSE
2330 縩筿,2014/11/21,101.2869,"30,621","4,227,656",0.1181,"25,929,531","3,591,240",24,TSE
2454 羛祇,2014/11/21,251.0908,"4,314","1,919,357",0.2745,"1,571,453","699,297",24,TSE
3034 羛碟,2014/11/21,77.2558,"4,200","719,123",0.6902,"608,511","105,272",24,TSE
2308 笷筿,2014/11/21,126.2401,"5,969","1,040,266",0.2449,"2,437,543","427,789",28,TSE
2345 醇ü,2014/11/21,10.1286,986,"14,295",0.1847,"533,980","7,796",27,TSE
2059 打,2014/11/21,324.8243,430,"176,270",0.4512,"95,297","38,738",28,TSE
3008 ミ,2014/11/21,"1,707.39","1,342","3,128,098",1.0004,"134,140","313,217",26,TSE
2379 风琑,2014/11/21,56.2821,"2,213","222,129",0.4383,"504,951","50,243",24,TSE
2330 縩筿,2014/11/20,101.6525,"44,216","6,111,534",0.1705,"25,929,531","3,604,205",24,TSE
2454 羛祇,2014/11/20,248.2696,"5,925","2,612,590",0.377,"1,571,453","691,440",24,TSE
3034 羛碟,2014/11/20,75.4695,"2,803","473,752",0.4606,"608,511","102,838",24,TSE
2308 笷筿,2014/11/20,122.6435,"7,050","1,200,455",0.2892,"2,437,543","415,601",28,TSE
2345 醇ü,2014/11/20,9.8858,"1,116","15,918",0.209,"533,980","7,609",27,TSE
2059 打,2014/11/20,323.2261,386,"156,574",0.405,"95,297","38,548",28,TSE
3008 ミ,2014/11/20,"1,711.05","2,483","5,684,622",1.8511,"134,140","313,888",26,TSE
2379 风琑,2014/11/20,56.4518,"2,091","209,829",0.4141,"504,951","50,394",24,TSE
2330 縩筿,2014/11/19,99.4586,"71,400","9,665,049",0.2754,"25,929,531","3,526,416",24,TSE
2454 羛祇,2014/11/19,248.2696,"8,544","3,761,880",0.5437,"1,571,453","691,440",24,TSE
3034 羛碟,2014/11/19,75.2462,"4,120","698,822",0.6771,"608,511","102,534",24,TSE
2308 笷筿,2014/11/19,123.0031,"11,155","1,888,880",0.4576,"2,437,543","416,820",28,TSE
2345 醇ü,2014/11/19,9.7817,"1,466","20,890",0.2745,"533,980","7,529",27,TSE
2059 打,2014/11/19,319.6303,326,"129,446",0.3421,"95,297","38,119",28,TSE
3008 ミ,2014/11/19,"1,601.37","1,731","3,782,865",1.2904,"134,140","293,767",26,TSE
2379 风琑,2014/11/19,56.1124,"2,673","264,383",0.5294,"504,951","50,091",24,TSE
2330 縩筿,2014/11/18,96.1677,"43,227","5,724,652",0.1667,"25,929,531","3,409,733",24,TSE
2454 羛祇,2014/11/18,246.8589,"5,287","2,331,188",0.3364,"1,571,453","687,511",24,TSE
3034 羛碟,2014/11/18,75.2462,"2,698","453,422",0.4434,"608,511","102,534",24,TSE
2308 笷筿,2014/11/18,122.2838,"7,841","1,335,267",0.3217,"2,437,543","414,382",28,TSE
2345 醇ü,2014/11/18,9.8858,"1,702","24,420",0.3187,"533,980","7,609",27,TSE
2059 打,2014/11/18,310.0414,337,"131,460",0.3536,"95,297","36,975",28,TSE
3008 ミ,2014/11/18,"1,557.49",564,"1,200,224",0.4205,"134,140","285,719",26,TSE
2379 风琑,2014/11/18,54.8114,"2,784","274,905",0.5513,"504,951","48,930",24,TSE
2330 縩筿,2014/11/17,97.2646,"24,772","3,304,356",0.0955,"25,929,531","3,448,628",24,TSE
2454 羛祇,2014/11/17,252.7836,"4,414","1,987,330",0.2809,"1,571,453","704,011",24,TSE
3034 羛碟,2014/11/17,75.0229,"2,844","479,002",0.4674,"608,511","102,230",24,TSE
2308 笷筿,2014/11/17,122.2838,"7,454","1,273,208",0.3058,"2,437,543","414,382",28,TSE
2345 醇ü,2014/11/17,10.1286,"1,006","14,745",0.1884,"533,980","7,796",27,TSE
2059 打,2014/11/17,313.2377,317,"125,762",0.3326,"95,297","37,356",28,TSE
3008 ミ,2014/11/17,"1,546.52",605,"1,286,067",0.451,"134,140","283,707",26,TSE
2379 风琑,2014/11/17,56.169,"2,167","216,538",0.4292,"504,951","50,142",24,TSE
2330 縩筿,2014/11/14,98.7273,"24,361","3,273,177",0.094,"25,929,531","3,500,487",24,TSE
2454 羛祇,2014/11/14,257.0154,"4,952","2,255,019",0.3151,"1,571,453","715,797",24,TSE
3034 羛碟,2014/11/14,74.3531,"3,301","551,389",0.5425,"608,511","101,317",24,TSE
2308 笷筿,2014/11/14,122.2838,"7,861","1,353,644",0.3225,"2,437,543","414,382",28,TSE
2345 醇ü,2014/11/14,10.2327,"1,076","15,885",0.2015,"533,980","7,876",27,TSE
2059 打,2014/11/14,319.6303,317,"128,078",0.3326,"95,297","38,119",28,TSE
3008 ミ,2014/11/14,"1,553.84",978,"2,089,172",0.7291,"134,140","285,048",26,TSE
2379 风琑,2014/11/14,56.5649,"2,520","253,661",0.4991,"504,951","50,495",24,TSE
2330 縩筿,2014/11/13,97.9959,"25,055","3,348,488",0.0966,"25,929,531","3,474,557",24,TSE
2454 羛祇,2014/11/13,256.169,"5,130","2,315,885",0.3264,"1,571,453","713,440",24,TSE
3034 羛碟,2014/11/13,75.6928,"1,843","313,263",0.3029,"608,511","103,143",24,TSE
2308 笷筿,2014/11/13,126.5997,"4,617","816,649",0.1894,"2,437,543","429,008",28,TSE
2345 醇ü,2014/11/13,10.3367,"1,821","26,993",0.341,"533,980","7,956",27,TSE
2059 打,2014/11/13,328.0206,700,"286,033",0.7345,"95,297","39,119",28,TSE
3008 ミ,2014/11/13,"1,550.18","1,539","3,262,744",1.1473,"134,140","284,377",26,TSE
2379 风琑,2014/11/13,57.4134,"4,145","420,795",0.8209,"504,951","51,253",24,TSE
2330 縩筿,2014/11/12,96.5333,"27,434","3,631,228",0.1058,"25,929,531","3,422,698",24,TSE
2454 羛祇,2014/11/12,252.7836,"5,266","2,362,796",0.3351,"1,571,453","704,011",24,TSE
3034 羛碟,2014/11/12,75.0229,"3,918","665,032",0.6439,"608,511","102,230",24,TSE
2308 笷筿,2014/11/12,126.5997,"5,458","962,420",0.2239,"2,437,543","429,008",28,TSE
2345 醇ü,2014/11/12,10.4755,973,"14,760",0.1822,"533,980","8,063",27,TSE
2059 打,2014/11/12,318.0321,310,"122,699",0.3253,"95,297","37,928",28,TSE
3008 ミ,2014/11/12,"1,520.93","1,465","3,049,358",1.0921,"134,140","279,012",26,TSE
2379 风琑,2014/11/12,56.8477,"3,876","391,169",0.7676,"504,951","50,748",24,TSE
2330 縩筿,2014/11/11,97.9959,"20,484","2,745,359",0.079,"25,929,531","3,474,557",24,TSE
2454 羛祇,2014/11/11,251.3729,"8,055","3,632,683",0.5126,"1,571,453","700,083",24,TSE
3034 羛碟,2014/11/11,75.4695,"4,959","844,654",0.8149,"608,511","102,838",24,TSE
2308 笷筿,2014/11/11,126.5997,"4,412","773,334",0.181,"2,437,543","429,008",28,TSE
2345 醇ü,2014/11/11,10.6836,"1,249","19,345",0.2339,"533,980","8,223",27,TSE
2059 打,2014/11/11,319.6303,426,"169,780",0.447,"95,297","38,119",28,TSE
3008 ミ,2014/11/11,"1,550.18","1,188","2,539,394",0.8856,"134,140","284,377",26,TSE
2379 风琑,2014/11/11,57.6962,"4,394","443,611",0.8702,"504,951","51,505",24,TSE
2330 縩筿,2014/11/10,98.3616,"43,174","5,768,165",0.1665,"25,929,531","3,487,522",24,TSE
2454 羛祇,2014/11/10,255.0405,"12,316","5,492,076",0.7837,"1,571,453","710,297",24,TSE
3034 羛碟,2014/11/10,77.7023,"7,200","1,230,652",1.1832,"608,511","105,881",24,TSE
2308 笷筿,2014/11/10,125.8804,"6,533","1,145,985",0.268,"2,437,543","426,570",28,TSE
2345 醇ü,2014/11/10,10.7183,762,"11,793",0.1427,"533,980","8,250",27,TSE
2059 打,2014/11/10,311.6395,272,"105,905",0.2854,"95,297","37,166",28,TSE
3008 ミ,2014/11/10,"1,546.52","1,513","3,287,123",1.1279,"134,140","283,707",26,TSE
2379 风琑,2014/11/10,57.1306,"10,301","1,029,105",2.04,"504,951","51,000",24,TSE
2330 縩筿,2014/11/7,95.802,"17,385","2,278,727",0.067,"25,929,531","3,396,769",24,TSE
2454 羛祇,2014/11/7,240.9343,"9,668","4,115,633",0.6152,"1,571,453","671,011",24,TSE
3034 羛碟,2014/11/7,73.46,"8,158","1,320,758",1.3406,"608,511","100,100",24,TSE
2308 笷筿,2014/11/7,124.0821,"5,524","956,804",0.2266,"2,437,543","420,476",28,TSE
2345 醇ü,2014/11/7,10.6836,821,"12,636",0.1538,"533,980","8,223",27,TSE
2059 打,2014/11/7,306.8451,337,"130,154",0.3536,"95,297","36,594",28,TSE
3008 ミ,2014/11/7,"1,568.46","1,652","3,448,532",1.2315,"134,140","287,731",26,TSE
2379 风琑,2014/11/7,54.0761,"4,975","474,628",0.9852,"504,951","48,273",24,TSE
2330 縩筿,2014/11/6,96.5333,"28,559","3,771,103",0.1101,"25,929,531","3,422,698",24,TSE
2454 羛祇,2014/11/6,233.0348,"6,340","2,649,576",0.4034,"1,571,453","649,010",24,TSE
3034 羛碟,2014/11/6,68.9943,"3,092","485,350",0.5081,"608,511","94,015",24,TSE
2308 笷筿,2014/11/6,122.2838,"9,069","1,543,905",0.3721,"2,437,543","414,382",28,TSE
2345 醇ü,2014/11/6,10.5102,453,"6,925",0.0848,"533,980","8,090",27,TSE
2059 打,2014/11/6,306.8451,225,"87,530",0.2361,"95,297","36,594",28,TSE
3008 ミ,2014/11/6,"1,469.75","1,808","3,744,380",1.3478,"134,140","269,622",26,TSE
2379 风琑,2014/11/6,53.4539,"7,916","756,306",1.5677,"504,951","47,718",24,TSE
2330 縩筿,2014/11/5,96.5333,"22,638","2,980,749",0.0873,"25,929,531","3,422,698",24,TSE
2454 羛祇,2014/11/5,240.6522,"3,768","1,615,502",0.2398,"1,571,453","670,225",24,TSE
3034 羛碟,2014/11/5,71.6737,"3,445","552,337",0.5661,"608,511","97,666",24,TSE
2308 笷筿,2014/11/5,122.2838,"12,121","2,069,167",0.4973,"2,437,543","414,382",28,TSE
2345 醇ü,2014/11/5,10.6489,527,"8,124",0.0987,"533,980","8,197",27,TSE
2059 打,2014/11/5,316.0344,272,"107,957",0.2854,"95,297","37,690",28,TSE
3008 ミ,2014/11/5,"1,524.59","1,157","2,473,009",0.8625,"134,140","279,682",26,TSE
2379 风琑,2014/11/5,55.6599,"3,906","386,714",0.7735,"504,951","49,687",24,TSE
2330 縩筿,2014/11/4,96.5333,"32,566","4,280,472",0.1256,"25,929,531","3,422,698",24,TSE
2454 羛祇,2014/11/4,244.8841,"3,911","1,703,419",0.2489,"1,571,453","682,011",24,TSE
3034 羛碟,2014/11/4,71.2271,"3,193","509,991",0.5247,"608,511","97,058",24,TSE
2308 笷筿,2014/11/4,125.1611,"8,750","1,550,264",0.359,"2,437,543","424,133",28,TSE
2345 醇ü,2014/11/4,10.7183,426,"6,616",0.0798,"533,980","8,250",27,TSE
2059 打,2014/11/4,314.0368,304,"119,626",0.319,"95,297","37,452",28,TSE
3008 ミ,2014/11/4,"1,579.43","1,535","3,357,558",1.1443,"134,140","289,743",26,TSE
2379 风琑,2014/11/4,56.5649,"6,890","688,346",1.3645,"504,951","50,495",24,TSE
2330 縩筿,2014/11/3,95.802,"45,307","5,946,034",0.1747,"25,929,531","3,396,769",24,TSE
2454 羛祇,2014/11/3,246.8589,"5,493","2,410,354",0.3495,"1,571,453","687,511",24,TSE
3034 羛碟,2014/11/3,71.4504,"6,999","1,137,319",1.1502,"608,511","97,362",24,TSE
2308 笷筿,2014/11/3,128.7577,"10,717","1,932,378",0.4397,"2,437,543","436,320",28,TSE
2345 醇ü,2014/11/3,10.7877,"1,001","15,579",0.1875,"533,980","8,303",27,TSE
2059 打,2014/11/3,313.2377,576,"229,062",0.6044,"95,297","37,356",28,TSE
3008 ミ,2014/11/3,"1,615.99","1,289","2,834,469",0.9609,"134,140","296,450",26,TSE
2379 风琑,2014/11/3,55.6033,"10,507","1,046,354",2.0808,"504,951","49,637",24,TSE
2330 縩筿,2014/10/31,95.4363,"42,413","5,477,556",0.1636,"25,929,531","3,383,804",24,TSE
2454 羛祇,2014/10/31,244.3198,"4,113","1,769,004",0.2617,"1,571,453","680,439",24,TSE
3034 羛碟,2014/10/31,70.1107,"1,588","248,861",0.261,"608,511","95,536",24,TSE
2308 笷筿,2014/10/31,130.9156,"10,544","1,903,787",0.4326,"2,437,543","443,633",28,TSE
2345 醇ü,2014/10/31,10.753,900,"13,930",0.1685,"533,980","8,277",27,TSE
2059 打,2014/10/31,318.4317,374,"148,450",0.3925,"95,297","37,976",28,TSE
3008 ミ,2014/10/31,"1,561.15",847,"1,806,086",0.6314,"134,140","286,389",26,TSE
2379 风琑,2014/10/31,56.8477,"15,998","1,588,613",3.1682,"504,951","50,748",24,TSE
2330 縩筿,2014/10/30,93.9737,"35,723","4,573,685",0.1378,"25,929,375","3,331,925",24,TSE
2454 羛祇,2014/10/30,241.7807,"3,748","1,608,410",0.2385,"1,571,446","673,365",24,TSE
3034 羛碟,2014/10/30,69.6641,"1,777","278,283",0.292,"608,511","94,928",24,TSE
2308 笷筿,2014/10/30,127.6787,"17,494","3,144,514",0.7177,"2,437,543","432,664",28,TSE
2345 醇ü,2014/10/30,10.6142,"1,049","16,093",0.1967,"533,360","8,160",27,TSE
2059 打,2014/10/30,310.0414,499,"197,231",0.5236,"95,297","36,975",28,TSE
3008 ミ,2014/10/30,"1,531.90",939,"1,978,919",0.7,"134,140","281,024",26,TSE
2379 风琑,2014/10/30,58.5447,"4,457","461,894",0.8827,"504,951","52,262",24,TSE
2330 縩筿,2014/10/29,94.3394,"34,860","4,492,215",0.1344,"25,929,375","3,344,889",24,TSE
2454 羛祇,2014/10/29,245.7304,"6,070","2,627,974",0.3863,"1,571,446","684,365",24,TSE
3034 羛碟,2014/10/29,69.8874,"1,630","254,661",0.2679,"608,511","95,232",24,TSE
2308 笷筿,2014/10/29,135.9508,"7,561","1,415,554",0.3102,"2,437,543","460,696",28,TSE
2345 醇ü,2014/10/29,10.6142,"2,685","41,358",0.5034,"533,360","8,160",27,TSE
2059 打,2014/10/29,317.6326,567,"227,916",0.595,"95,297","37,881",28,TSE
3008 ミ,2014/10/29,"1,550.18","1,683","3,585,773",1.2547,"134,140","284,377",26,TSE
2379 风琑,2014/10/29,62.7871,"4,578","504,188",0.9066,"504,951","56,050",24,TSE
2330 縩筿,2014/10/28,93.6081,"35,018","4,502,178",0.1351,"25,929,375","3,318,960",24,TSE
2454 羛祇,2014/10/28,239.8058,"3,947","1,672,020",0.2512,"1,571,446","667,864",24,TSE
3034 羛碟,2014/10/28,69.2176,"1,827","284,131",0.3002,"608,511","94,319",24,TSE
2308 笷筿,2014/10/28,131.9946,"7,731","1,422,363",0.3172,"2,437,543","447,289",28,TSE
2345 醇ü,2014/10/28,10.4061,"1,001","14,944",0.1877,"533,360","8,000",27,TSE
2059 打,2014/10/28,315.2354,392,"153,619",0.4113,"95,297","37,595",28,TSE
3008 ミ,2014/10/28,"1,520.93","2,184","4,391,907",1.6281,"134,140","279,012",26,TSE
2379 风琑,2014/10/28,61.3729,"2,832","305,025",0.5608,"504,951","54,787",24,TSE
2330 縩筿,2014/10/27,93.6081,"25,145","3,198,861",0.097,"25,929,375","3,318,960",24,TSE
2454 羛祇,2014/10/27,235.8561,"5,050","2,090,580",0.3214,"1,571,446","656,864",24,TSE
3034 羛碟,2014/10/27,69.2176,"2,710","420,363",0.4453,"608,511","94,319",24,TSE
2308 笷筿,2014/10/27,131.9946,"7,444","1,368,394",0.3054,"2,437,543","447,289",28,TSE
2345 醇ü,2014/10/27,10.1633,"1,458","21,597",0.2734,"533,360","7,814",27,TSE
2059 打,2014/10/27,303.6488,316,"120,289",0.3316,"95,297","36,213",28,TSE
3008 ミ,2014/10/27,"1,425.87","1,979","3,927,361",1.4753,"134,140","261,573",26,TSE
2379 风琑,2014/10/27,59.3932,"2,962","314,628",0.5866,"504,951","53,020",24,TSE
2330 縩筿,2014/10/24,91.7798,"42,161","5,309,444",0.1626,"25,929,375","3,254,137",24,TSE
2454 羛祇,2014/10/24,236.4203,"2,559","1,075,669",0.1628,"1,571,446","658,436",24,TSE
3034 羛碟,2014/10/24,68.5477,"3,235","502,644",0.5316,"608,511","93,407",24,TSE
2308 笷筿,2014/10/24,133.0736,"5,922","1,095,602",0.2429,"2,437,543","450,946",28,TSE
2345 醇ü,2014/10/24,10.4408,"3,573","54,673",0.6699,"533,360","8,027",27,TSE
2059 打,2014/10/24,301.2515,581,"222,687",0.6097,"95,297","35,927",28,TSE
3008 ミ,2014/10/24,"1,484.37","1,334","2,722,202",0.9945,"134,140","272,305",26,TSE
2379 风琑,2014/10/24,59.9588,"1,696","181,860",0.3359,"504,951","53,525",24,TSE
2330 縩筿,2014/10/23,93.2424,"28,085","3,592,328",0.1083,"25,929,375","3,305,995",24,TSE
2454 羛祇,2014/10/23,236.9846,"2,463","1,038,096",0.1567,"1,571,446","660,007",24,TSE
3034 羛碟,2014/10/23,69.4409,"4,414","682,190",0.7254,"608,511","94,624",24,TSE
2308 笷筿,2014/10/23,133.4332,"3,405","629,820",0.1397,"2,437,543","452,164",28,TSE
2345 醇ü,2014/10/23,10.857,"1,596","24,755",0.2992,"533,360","8,347",27,TSE
2059 打,2014/10/23,310.0414,881,"350,330",0.9245,"95,297","36,975",28,TSE
3008 ミ,2014/10/23,"1,480.71","1,998","4,092,306",1.4895,"134,140","271,634",26,TSE
2379 风琑,2014/10/23,61.0901,"1,385","149,679",0.2743,"504,951","54,535",24,TSE
2330 縩筿,2014/10/22,94.3394,"65,855","8,448,819",0.254,"25,929,375","3,344,889",24,TSE
2454 羛祇,2014/10/22,240.0879,"2,952","1,254,702",0.1879,"1,571,446","668,650",24,TSE
3034 羛碟,2014/10/22,67.4313,"2,044","311,436",0.3359,"608,511","91,885",24,TSE
2308 笷筿,2014/10/22,133.4332,"4,485","832,499",0.184,"2,437,543","452,164",28,TSE
2345 醇ü,2014/10/22,10.7183,"1,921","29,726",0.3602,"533,360","8,240",27,TSE
2059 打,2014/10/22,310.0414,288,"111,427",0.3022,"95,297","36,975",28,TSE
3008 ミ,2014/10/22,"1,499.00","2,197","4,680,713",1.6378,"134,140","274,987",26,TSE
2379 风琑,2014/10/22,60.8073,"1,923","206,813",0.3808,"504,951","54,282",24,TSE
2330 縩筿,2014/10/21,91.4141,"25,647","3,212,361",0.0989,"25,929,375","3,241,172",24,TSE
2454 羛祇,2014/10/21,236.9846,"3,999","1,694,837",0.2545,"1,571,446","660,007",24,TSE
3034 羛碟,2014/10/21,67.4313,"1,927","291,686",0.3167,"608,511","91,885",24,TSE
2308 笷筿,2014/10/21,132.7139,"4,307","793,820",0.1767,"2,437,543","449,727",28,TSE
2345 醇ü,2014/10/21,10.6142,"1,048","15,864",0.1965,"533,360","8,160",27,TSE
2059 打,2014/10/21,306.046,299,"115,648",0.3138,"95,297","36,499",28,TSE
3008 ミ,2014/10/21,"1,572.12","1,263","2,730,811",0.9416,"134,140","288,401",26,TSE
2379 风琑,2014/10/21,59.9588,"2,463","262,001",0.4878,"504,951","53,525",24,TSE
2330 縩筿,2014/10/20,92.1454,"38,619","4,836,985",0.1489,"25,929,375","3,267,101",24,TSE
2454 羛祇,2014/10/20,235.8561,"4,493","1,899,786",0.2859,"1,571,446","656,864",24,TSE
3034 羛碟,2014/10/20,67.6546,"2,173","329,393",0.3571,"608,511","92,189",24,TSE
2308 笷筿,2014/10/20,133.0736,"6,553","1,217,582",0.2688,"2,437,543","450,946",28,TSE
2345 醇ü,2014/10/20,10.3367,"1,431","21,427",0.2683,"533,360","7,947",27,TSE
2059 打,2014/10/20,312.4386,391,"153,300",0.4103,"95,297","37,261",28,TSE
3008 ミ,2014/10/20,"1,575.77","2,527","5,408,765",1.8839,"134,140","289,072",26,TSE
2379 风琑,2014/10/20,60.2416,"4,163","440,357",0.8244,"504,951","53,777",24,TSE
2330 縩筿,2014/10/17,90.3172,"92,077","11,471,479",0.3551,"25,929,375","3,202,278",24,TSE
2454 羛祇,2014/10/17,236.9846,"8,596","3,617,056",0.547,"1,571,446","660,007",24,TSE
3034 羛碟,2014/10/17,66.9848,"5,294","793,539",0.87,"608,511","91,277",24,TSE
2308 笷筿,2014/10/17,133.0736,"8,378","1,566,218",0.3437,"2,437,543","450,946",28,TSE
2345 醇ü,2014/10/17,10.198,"2,860","42,620",0.5362,"533,360","7,840",27,TSE
2059 打,2014/10/17,310.8404,425,"165,020",0.446,"95,297","37,071",28,TSE
3008 ミ,2014/10/17,"1,579.43","2,603","5,780,647",1.9405,"134,140","289,743",26,TSE
2379 风琑,2014/10/17,57.979,"4,106","425,323",0.8131,"504,951","51,758",24,TSE
2330 縩筿,2014/10/16,88.8545,"46,431","5,646,852",0.1791,"25,929,375","3,150,419",24,TSE
2454 羛祇,2014/10/16,238.1131,"9,699","4,098,451",0.6172,"1,571,446","663,150",24,TSE
3034 羛碟,2014/10/16,66.7615,"4,677","690,643",0.7686,"608,511","90,972",24,TSE
2308 笷筿,2014/10/16,134.5122,"9,091","1,693,143",0.373,"2,437,543","455,821",28,TSE
2345 醇ü,2014/10/16,10.5795,"1,817","27,367",0.3407,"533,360","8,134",27,TSE
2059 打,2014/10/16,309.6418,494,"191,400",0.5184,"95,297","36,928",28,TSE
3008 ミ,2014/10/16,"1,696.42","1,833","4,144,688",1.3665,"134,140","311,205",26,TSE
2379 风琑,2014/10/16,58.2619,"5,689","584,045",1.1266,"504,951","52,010",24,TSE
2330 縩筿,2014/10/15,88.8545,"50,496","6,152,445",0.1947,"25,929,375","3,150,419",24,TSE
2454 羛祇,2014/10/15,240.9343,"13,208","5,693,494",0.8405,"1,571,446","671,007",24,TSE
3034 羛碟,2014/10/15,64.5287,"4,583","663,049",0.7531,"608,511","87,930",24,TSE
2308 笷筿,2014/10/15,133.4332,"7,807","1,448,222",0.3203,"2,437,543","452,164",28,TSE
2345 醇ü,2014/10/15,10.6836,763,"11,819",0.1431,"533,360","8,214",27,TSE
2059 打,2014/10/15,310.8404,722,"281,750",0.7576,"95,297","37,071",28,TSE
3008 ミ,2014/10/15,"1,619.65","2,063","4,579,424",1.5379,"134,140","297,121",26,TSE
2379 风琑,2014/10/15,58.2619,"4,177","435,826",0.8272,"504,951","52,010",24,TSE
2330 縩筿,2014/10/14,88.4889,"31,887","3,860,053",0.123,"25,929,375","3,137,454",24,TSE
2454 羛祇,2014/10/14,236.1382,"7,989","3,300,568",0.5084,"1,571,446","657,650",24,TSE
3034 羛碟,2014/10/14,64.5287,"2,605","378,315",0.4281,"608,511","87,930",24,TSE
2308 笷筿,2014/10/14,135.5912,"6,483","1,204,767",0.266,"2,437,543","459,477",28,TSE
2345 醇ü,2014/10/14,10.8223,"1,747","27,123",0.3275,"533,360","8,320",27,TSE
2059 打,2014/10/14,309.6418,654,"255,603",0.6863,"95,297","36,928",28,TSE
3008 ミ,2014/10/14,"1,663.52",988,"2,270,678",0.7365,"134,140","305,169",26,TSE
2379 风琑,2014/10/14,58.5447,"4,022","414,593",0.7965,"504,951","52,262",24,TSE
2330 縩筿,2014/10/13,88.1232,"77,985","9,387,511",0.3008,"25,929,375","3,124,490",24,TSE
2454 羛祇,2014/10/13,227.3923,"17,191","6,943,655",1.094,"1,571,446","633,293",24,TSE
3034 羛碟,2014/10/13,64.0821,"4,091","591,650",0.6723,"608,511","87,321",24,TSE
2308 笷筿,2014/10/13,132.7139,"10,496","1,920,084",0.4306,"2,437,543","449,727",28,TSE
2345 醇ü,2014/10/13,10.857,"2,896","45,870",0.543,"533,360","8,347",27,TSE
2059 打,2014/10/13,315.2354,"1,438","551,653",1.509,"95,297","37,595",28,TSE
3008 ミ,2014/10/13,"1,663.52","1,114","2,514,792",0.8305,"134,140","305,169",26,TSE
2379 风琑,2014/10/13,58.5447,"7,071","739,521",1.4003,"504,951","52,262",24,TSE
2330 縩筿,2014/10/9,91.4141,"37,115","4,618,115",0.1431,"25,929,375","3,241,172",24,TSE
2454 羛祇,2014/10/9,236.9846,"14,277","6,131,613",0.9085,"1,571,446","660,007",24,TSE
3034 羛碟,2014/10/9,67.6546,"2,040","308,719",0.3352,"608,511","92,189",24,TSE
2308 笷筿,2014/10/9,136.3105,"7,418","1,414,883",0.3043,"2,437,543","461,914",28,TSE
2345 醇ü,2014/10/9,11.6548,"1,582","26,852",0.2966,"533,360","8,960",27,TSE
2059 打,2014/10/9,299.6534,"1,282","479,169",1.3453,"95,297","35,736",28,TSE
3008 ミ,2014/10/9,"1,663.52","1,100","2,546,401",0.82,"134,140","305,169",26,TSE
2379 风琑,2014/10/9,62.7871,"4,289","472,678",0.8494,"504,951","56,050",24,TSE
2330 縩筿,2014/10/8,89.5858,"30,938","3,822,790",0.1193,"25,929,375","3,176,348",24,TSE
2454 羛祇,2014/10/8,249.9623,"11,160","4,965,516",0.7102,"1,571,446","696,151",24,TSE
3034 羛碟,2014/10/8,67.4313,"2,859","433,191",0.4698,"608,511","91,885",24,TSE
2308 笷筿,2014/10/8,136.6702,"5,028","969,238",0.2063,"2,437,543","463,133",28,TSE
2345 醇ü,2014/10/8,11.9323,800,"13,846",0.15,"533,360","9,174",27,TSE
2059 打,2014/10/8,280.076,523,"182,651",0.5488,"95,297","33,402",28,TSE
3008 ミ,2014/10/8,"1,663.52","1,191","2,762,933",0.8879,"134,140","305,169",26,TSE
2379 风琑,2014/10/8,61.6558,"4,471","486,488",0.8854,"504,951","55,040",24,TSE
2330 縩筿,2014/10/7,91.4141,"40,188","5,008,511",0.155,"25,929,375","3,241,172",24,TSE
2454 羛祇,2014/10/7,257.0154,"7,305","3,332,254",0.4649,"1,571,446","715,794",24,TSE
3034 羛碟,2014/10/7,68.1012,"2,172","331,815",0.3569,"608,511","92,798",24,TSE
